Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
podlaskie,200505,"Dubicze Cerkiewne, gm.",hajnowski,1663,689,681,4,45,394,18,66,1,129,0,23,1
podlaskie,200506,"Hajnówka, gm.",hajnowski,3544,1629,1617,3,73,959,32,87,3,384,11,61,4
podlaskie,200507,"Kleszczele, gm.",hajnowski,2445,1052,1047,5,138,637,18,49,4,162,4,29,1
podlaskie,200508,"Narew, gm.",hajnowski,3408,1282,1274,5,179,716,28,59,2,254,3,25,3
podlaskie,200509,"Narewka, gm.",hajnowski,3474,1435,1426,10,121,921,20,22,0,284,6,40,2
podlaskie,200601,"Kolno, m.",kolneński,8797,4081,4047,33,2028,1236,81,44,6,524,48,43,4
podlaskie,200602,"Grabowo, gm.",kolneński,2929,1315,1301,7,824,216,10,37,2,126,13,65,1
podlaskie,200603,"Kolno, gm.",kolneński,6834,3097,3074,23,1822,530,23,168,2,217,17,272,0
podlaskie,200604,"Mały Płock, gm.",kolneński,4017,1687,1675,8,1102,273,15,44,2,123,12,93,3
podlaskie,200605,"Stawiski, gm.",kolneński,5227,2344,2319,15,1434,402,35,66,3,190,16,155,3
podlaskie,200606,"Turośl, gm.",kolneński,3933,1759,1747,18,952,343,26,77,2,187,14,126,2
podlaskie,200701,"Jedwabne, gm.",łomżyński,4563,2200,2188,17,1665,219,15,67,1,115,3,86,0
podlaskie,200702,"Łomża, gm.",łomżyński,8072,4442,4396,43,2810,905,73,63,6,349,33,110,4
podlaskie,200703,"Miastkowo, gm.",łomżyński,3315,1565,1540,20,1165,172,6,24,0,98,11,42,2
podlaskie,200704,"Nowogród, gm.",łomżyński,3227,1564,1546,21,927,330,15,22,0,136,13,80,2
podlaskie,200705,"Piątnica, gm.",łomżyński,8254,3764,3723,55,2396,727,40,41,3,287,31,139,4
podlaskie,200706,"Przytuły, gm.",łomżyński,1803,894,893,13,712,73,5,27,0,46,1,16,0
podlaskie,200707,"Śniadowo, gm.",łomżyński,4523,2436,2417,31,1647,321,27,64,1,169,23,132,2
podlaskie,200708,"Wizna, gm.",łomżyński,3527,1748,1740,15,1263,217,10,41,1,119,6,66,2
podlaskie,200709,"Zbójna, gm.",łomżyński,3550,1498,1492,16,843,339,19,49,1,134,11,78,2
podlaskie,200801,"Goniądz, gm.",moniecki,4207,1862,1844,10,915,547,26,60,2,181,14,88,1
podlaskie,200802,"Jasionówka, gm.",moniecki,2446,1068,1058,8,579,260,20,36,0,83,10,60,2
podlaskie,200803,"Jaświły, gm.",moniecki,4457,1863,1843,21,1077,372,19,77,1,142,15,114,5
podlaskie,200804,"Knyszyn, gm.",moniecki,3990,1734,1707,22,877,486,35,60,4,145,19,56,3
podlaskie,200805,"Krypno, gm.",moniecki,3298,1406,1399,25,738,341,14,50,2,134,12,81,2
podlaskie,200806,"Mońki, gm.",moniecki,12697,5578,5527,76,2498,1909,100,124,5,611,39,161,4
podlaskie,200807,"Trzcianne, gm.",moniecki,3818,1460,1451,13,814,290,17,100,0,111,9,97,0
podlaskie,200901,"Sejny, m.",sejneński,4698,2481,2452,29,689,1255,39,40,1,343,16,34,6
podlaskie,200902,"Giby, gm.",sejneński,2537,1331,1323,5,469,615,23,40,1,122,9,38,1
podlaskie,200903,"Krasnopol, gm.",sejneński,3226,1504,1496,11,505,700,21,82,0,132,8,35,2
podlaskie,200904,"Puńsk, gm.",sejneński,3594,1627,1621,10,199,991,27,82,5,235,9,61,2
podlaskie,200905,"Sejny, gm.",sejneński,3427,1390,1384,6,338,580,20,103,1,224,11,99,2
podlaskie,201001,"Siemiatycze, m.",siemiatycki,12354,6304,6262,41,2160,2758,146,89,8,891,75,84,10
podlaskie,201002,"Drohiczyn, gm.",siemiatycki,5552,2572,2554,11,1556,564,35,60,0,184,13,128,3
podlaskie,201003,"Dziadkowice, gm.",siemiatycki,2466,1100,1086,10,746,158,10,21,2,62,9,67,1
podlaskie,201004,"Grodzisk, gm.",siemiatycki,3753,1830,1818,14,1103,423,13,49,0,135,9,71,1
podlaskie,201005,"Mielnik, gm.",siemiatycki,2305,1145,1135,10,304,539,21,21,1,200,10,28,1
podlaskie,201006,"Milejczyce, gm.",siemiatycki,1815,781,776,2,174,376,12,41,0,141,4,25,1
podlaskie,201007,"Nurzec-Stacja, gm.",siemiatycki,3772,1351,1339,10,299,684,17,37,2,238,17,33,2
podlaskie,201008,"Perlejewo, gm.",siemiatycki,2514,1136,1132,21,760,156,8,27,2,46,9,102,1
podlaskie,201009,"Siemiatycze, gm.",siemiatycki,5214,2114,2104,18,823,802,31,70,0,291,10,52,7
podlaskie,201101,"Dąbrowa Białostocka, gm.",sokólski,10326,4836,4815,52,2470,1407,74,137,5,488,38,136,8
podlaskie,201102,"Janów, gm.",sokólski,3616,1448,1439,10,695,354,23,63,2,158,14,118,2
podlaskie,201103,"Korycin, gm.",sokólski,2764,1082,1072,19,607,259,18,34,0,60,6,69,0
podlaskie,201104,"Krynki, gm.",sokólski,2806,1275,1263,16,527,461,16,27,1,176,9,27,3
podlaskie,201105,"Kuźnica, gm.",sokólski,3513,1661,1653,13,967,390,27,35,1,163,10,45,2
podlaskie,201106,"Nowy Dwór, gm.",sokólski,2468,978,976,17,408,322,13,60,3,97,9,47,0
podlaskie,201107,"Sidra, gm.",sokólski,3132,1239,1226,9,581,333,14,56,0,151,8,74,0
podlaskie,201108,"Sokółka, gm.",sokólski,21507,10112,10028,111,4149,3819,213,139,5,1219,110,250,13
podlaskie,201109,"Suchowola, gm.",sokólski,6040,2543,2515,33,1188,741,27,89,3,235,21,177,1
podlaskie,201110,"Szudziałowo, gm.",sokólski,2821,1163,1154,3,429,432,21,40,1,170,6,50,2
podlaskie,201201,"Bakałarzewo, gm.",suwalski,2483,1058,1053,8,328,373,20,68,0,166,14,75,1
podlaskie,201202,"Filipów, gm.",suwalski,3631,1453,1436,18,609,409,27,91,2,208,9,61,2
podlaskie,201203,"Jeleniewo, gm.",suwalski,2503,1255,1244,15,490,327,28,74,1,182,9,116,2
podlaskie,201204,"Przerośl, gm.",suwalski,2368,1073,1068,7,529,232,29,90,2,83,10,85,1
podlaskie,201205,"Raczki, gm.",suwalski,4777,2265,2251,26,1055,635,58,102,2,232,23,117,1
podlaskie,201206,"Rutka-Tartak, gm.",suwalski,1999,961,956,8,402,295,11,70,1,117,4,45,3
podlaskie,201207,"Suwałki, gm.",suwalski,5477,2630,2606,25,986,1007,66,95,12,313,28,66,8
podlaskie,201208,"Szypliszki, gm.",suwalski,3185,1404,1397,10,465,517,23,90,2,186,17,86,1
podlaskie,201209,"Wiżajny, gm.",suwalski,2053,1018,1006,10,387,359,15,60,1,110,9,55,0
podlaskie,201301,"Wysokie Mazowieckie, m.",wysokomazowiecki,7682,4311,4293,53,2204,1312,91,23,4,464,60,80,2
podlaskie,201302,"Ciechanowiec, gm.",wysokomazowiecki,7600,3627,3607,41,2248,780,59,72,1,286,30,84,6
podlaskie,201303,"Czyżew-Osada, gm.",wysokomazowiecki,5295,2931,2919,36,1930,474,40,44,1,269,12,107,6
podlaskie,201304,"Klukowo, gm.",wysokomazowiecki,3745,2173,2165,14,1741,150,22,35,2,81,3,116,1
podlaskie,201305,"Kobylin-Borzymy, gm.",wysokomazowiecki,2868,1581,1580,11,1359,98,8,28,1,41,7,26,1
podlaskie,201306,"Kulesze Kościelne, gm.",wysokomazowiecki,2660,1590,1581,11,1352,96,9,25,0,41,3,43,1
podlaskie,201307,"Nowe Piekuty, gm.",wysokomazowiecki,3254,1969,1957,25,1520,182,20,32,2,73,3,99,1
podlaskie,201308,"Sokoły, gm.",wysokomazowiecki,4900,2744,2723,28,2045,301,16,73,2,151,16,85,6
podlaskie,201309,"Szepietowo, gm.",wysokomazowiecki,5875,3287,3263,35,2137,586,34,50,4,265,23,125,4
podlaskie,201310,"Wysokie Mazowieckie, gm.",wysokomazowiecki,4248,2309,2299,19,1653,284,17,37,1,168,6,111,3
podlaskie,201401,"Zambrów, m.",zambrowski,18307,9092,9015,128,4334,3009,178,58,4,1103,86,100,15
podlaskie,201402,"Kołaki Kościelne, gm.",zambrowski,1966,1160,1151,24,914,80,15,31,1,51,5,29,1
podlaskie,201403,"Rutki, gm.",zambrowski,4971,2509,2475,26,1593,462,43,75,3,163,6,100,4
podlaskie,201404,"Szumowo, gm.",zambrowski,3937,2134,2116,24,1445,254,27,42,1,158,17,144,4
podlaskie,201405,"Zambrów, gm.",zambrowski,7650,3891,3879,44,2437,824,38,84,3,267,16,163,3
podlaskie,206101,"Białystok, m.",Białystok,229490,136004,135048,1600,47473,61097,4284,629,105,16616,2038,1068,138
podlaskie,206201,"Łomża, m.",Łomża,49653,27011,26823,382,12557,8936,684,127,14,3469,377,230,47
podlaskie,206301,"Suwałki, m.",Suwałki,53934,28490,28318,322,9786,12258,747,380,22,4174,298,294,37
pomorskie,220101,"Borzytuchom, gm.",bytowski,2186,1033,1023,12,255,497,20,37,1,165,9,27,0
pomorskie,220102,"Bytów, gm.",bytowski,18937,10259,10186,77,3002,5203,244,147,7,1193,165,134,14
pomorskie,220103,"Czarna Dąbrówka, gm.",bytowski,4478,2076,2051,5,717,961,26,72,4,208,16,40,2
pomorskie,220104,"Kołczygłowy, gm.",bytowski,3262,1390,1373,7,319,715,32,51,0,219,12,17,1
pomorskie,220105,"Lipnica, gm.",bytowski,3992,2179,2151,25,930,728,29,118,4,210,25,81,1
pomorskie,220106,"Miastko, gm.",bytowski,15833,7173,7112,52,1565,3921,135,151,14,1076,96,91,11
pomorskie,220107,"Parchowo, gm.",bytowski,2670,1573,1561,12,593,673,26,48,1,140,20,47,1
pomorskie,220108,"Studzienice, gm.",bytowski,2785,1487,1472,12,460,718,14,44,1,149,19,53,2
pomorskie,220109,"Trzebielino, gm.",bytowski,2925,1267,1259,12,248,751,14,35,2,145,13,36,3
pomorskie,220110,"Tuchomie, gm.",bytowski,3081,1397,1383,13,428,644,25,50,5,165,21,32,0
pomorskie,220201,"Chojnice, m.",chojnicki,31865,18484,18379,153,5021,9651,364,169,19,2612,235,117,38
pomorskie,220202,"Brusy, gm.",chojnicki,10265,6016,5985,90,2644,2102,80,163,6,672,72,142,14
pomorskie,220203,"Chojnice, gm.",chojnicki,12901,6584,6540,66,1906,3073,103,218,13,924,71,158,8
pomorskie,220204,"Czersk, gm.",chojnicki,16260,8415,8370,83,3213,3416,135,189,11,1080,103,129,11
pomorskie,220205,"Konarzyny, gm.",chojnicki,1687,921,913,13,285,403,16,35,1,112,6,40,2
pomorskie,220301,"Człuchów, m.",człuchowski,11808,6484,6427,36,1284,3692,137,120,10,960,119,58,11
pomorskie,220302,"Czarne, gm.",człuchowski,8735,4552,4500,47,810,2557,88,140,6,752,37,51,12
pomorskie,220303,"Człuchów, gm.",człuchowski,7868,3274,3245,12,797,1520,63,105,9,593,22,122,2
pomorskie,220304,"Debrzno, gm.",człuchowski,7308,3224,3195,16,626,1616,58,105,7,647,25,88,7
pomorskie,220305,"Koczała, gm.",człuchowski,2931,1405,1383,18,235,836,17,32,5,192,14,32,2
pomorskie,220306,"Przechlewo, gm.",człuchowski,4927,2434,2416,12,386,1353,59,80,6,407,34,75,4
pomorskie,220307,"Rzeczenica, gm.",człuchowski,2957,1300,1287,17,316,676,33,39,0,184,8,12,2
pomorskie,220401,"Pruszcz Gdański, m.",gdański,20487,12878,12802,115,3173,7034,340,74,14,1670,283,89,10
pomorskie,220402,"Cedry Wielkie, gm.",gdański,4803,2106,2095,9,599,1058,33,54,2,271,30,35,4
pomorskie,220403,"Kolbudy, gm.",gdański,10261,6082,6052,62,1486,3575,177,43,11,524,121,47,6
pomorskie,220404,"Pruszcz Gdański, gm.",gdański,14792,8771,8703,106,2343,4682,226,78,6,948,204,102,8
pomorskie,220405,"Przywidz, gm.",gdański,4190,2144,2128,19,641,1099,24,37,3,253,28,22,2
pomorskie,220406,"Pszczółki, gm.",gdański,6294,3322,3291,35,968,1666,71,43,6,412,46,38,6
pomorskie,220407,"Suchy Dąb, gm.",gdański,3085,1353,1338,6,307,690,24,43,4,201,25,37,1
pomorskie,220408,"Trąbki Wielkie, gm.",gdański,7508,3321,3272,43,1072,1551,63,75,1,368,51,43,5
pomorskie,220501,"Chmielno, gm.",kartuski,5126,3047,3024,34,1281,1159,45,93,3,275,45,84,5
pomorskie,220502,"Kartuzy, gm.",kartuski,24100,14711,14629,207,5616,6365,238,221,14,1529,249,171,19
pomorskie,220503,"Przodkowo, gm.",kartuski,5450,3114,3096,48,1423,1074,54,89,4,330,26,42,6
pomorskie,220504,"Sierakowice, gm.",kartuski,12491,7792,7733,82,4216,2288,82,214,8,614,73,148,8
pomorskie,220505,"Somonino, gm.",kartuski,6968,3659,3631,49,1460,1479,55,87,6,377,53,61,4
pomorskie,220506,"Stężyca, gm.",kartuski,6919,4120,4077,70,1970,1481,41,101,4,290,47,69,4
pomorskie,220507,"Sulęczyno, gm.",kartuski,3927,2341,2316,32,1071,816,32,83,0,226,16,37,3
pomorskie,220508,"Żukowo, gm.",kartuski,20403,12560,12458,172,3990,6427,283,158,10,1030,244,122,22
pomorskie,220601,"Kościerzyna, m.",kościerski,18527,10634,10558,104,3504,5320,147,96,14,1141,164,55,13
pomorskie,220602,"Dziemiany, gm.",kościerski,3292,2029,2018,20,915,730,32,62,1,186,29,43,0
pomorskie,220603,"Karsin, gm.",kościerski,4642,2692,2669,37,968,1174,33,105,4,262,21,62,3
pomorskie,220604,"Kościerzyna, gm.",kościerski,10933,6181,6148,65,2464,2579,70,124,5,645,75,113,8
pomorskie,220605,"Liniewo, gm.",kościerski,3641,1924,1904,12,721,797,22,70,3,209,24,46,0
pomorskie,220606,"Lipusz, gm.",kościerski,2677,1664,1646,26,758,626,31,30,2,129,21,18,5
pomorskie,220607,"Nowa Karczma, gm.",kościerski,4820,2446,2429,19,937,1045,33,75,2,255,31,30,2
pomorskie,220608,"Stara Kiszewa, gm.",kościerski,5161,2448,2433,23,990,922,38,111,4,219,28,95,3
pomorskie,220701,"Kwidzyn, m.",kwidzyński,30573,16262,16161,106,3972,9062,403,114,14,2094,267,109,20
pomorskie,220702,"Gardeja, gm.",kwidzyński,6396,2277,2246,9,708,958,31,78,4,384,17,53,4
pomorskie,220703,"Kwidzyn, gm.",kwidzyński,8204,3428,3396,18,914,1647,63,87,4,529,50,77,7
pomorskie,220704,"Prabuty, gm.",kwidzyński,10523,4587,4566,30,1408,2110,123,109,8,629,54,91,4
pomorskie,220705,"Ryjewo, gm.",kwidzyński,4376,1716,1688,11,381,899,44,63,7,226,19,35,3
pomorskie,220706,"Sadlinki, gm.",kwidzyński,4354,1748,1739,17,600,713,42,44,1,263,15,41,3
pomorskie,220801,"Lębork, m.",lęborski,27773,15680,15576,150,4069,8386,341,158,17,2116,215,99,25
pomorskie,220802,"Łeba, m.",lęborski,4668,3293,3272,30,823,1888,76,14,3,353,54,30,1
pomorskie,220803,"Cewice, gm.",lęborski,5336,2742,2710,11,815,1199,51,70,4,473,44,36,7
pomorskie,220804,"Nowa Wieś Lęborska, gm.",lęborski,9800,4789,4740,54,1349,2293,95,118,5,691,55,67,13
pomorskie,220805,"Wicko, gm.",lęborski,4417,1805,1790,14,390,967,36,31,1,295,21,31,4
pomorskie,220901,"Malbork, m.",malborski,31304,16904,16790,119,3978,9108,375,146,21,2594,288,137,24
pomorskie,220903,"Lichnowy, gm.",malborski,3573,1492,1479,10,390,650,14,49,0,256,15,85,10
pomorskie,220904,"Malbork, gm.",malborski,3352,1466,1462,7,361,700,26,44,1,263,15,43,2
pomorskie,220906,"Miłoradz, gm.",malborski,2667,1169,1152,27,316,532,30,33,5,166,14,25,4
pomorskie,220907,"Nowy Staw, gm.",malborski,6119,2627,2604,17,726,1189,47,59,3,447,31,79,6
pomorskie,220908,"Stare Pole, gm.",malborski,3672,1627,1608,11,393,848,36,29,2,216,24,48,1
pomorskie,221001,"Krynica Morska, m.",nowodworski,2200,1679,1601,10,453,907,23,5,2,163,21,17,0
pomorskie,221002,"Nowy Dwór Gdański, gm.",nowodworski,14130,6423,6373,40,1569,3329,121,131,8,973,87,109,6
pomorskie,221003,"Ostaszewo, gm.",nowodworski,2494,1168,1161,2,345,521,21,34,3,176,12,45,2
pomorskie,221004,"Stegna, gm.",nowodworski,8597,4196,4152,29,1078,2185,79,99,2,541,44,89,6
pomorskie,221005,"Sztutowo, gm.",nowodworski,3108,1624,1612,20,384,844,44,19,1,216,16,67,1
pomorskie,221101,"Hel, m.",pucki,3164,2107,2098,18,458,1170,60,12,4,324,36,12,4
pomorskie,221102,"Jastarnia, m.",pucki,5337,4072,4052,37,1338,2245,61,13,11,274,45,27,1
pomorskie,221103,"Puck, m.",pucki,9170,5413,5376,84,1120,3369,122,25,2,545,80,24,5
pomorskie,221104,"Władysławowo, m.",pucki,16082,11563,11501,121,2923,6629,264,70,11,1196,177,98,12
pomorskie,221105,"Kosakowo, gm.",pucki,7224,4684,4649,53,1243,2504,142,40,14,506,100,44,3
pomorskie,221106,"Krokowa, gm.",pucki,8558,4950,4896,50,1469,2439,86,116,7,537,92,94,6
pomorskie,221107,"Puck, gm.",pucki,17216,9244,9168,149,2818,4532,196,223,21,932,121,162,14
pomorskie,221201,"Ustka, m.",słupski,15391,9105,9057,65,2304,4894,170,105,10,1330,122,45,12
pomorskie,221202,"Damnica, gm.",słupski,4760,1848,1833,5,462,924,32,62,4,286,20,37,1
pomorskie,221203,"Dębnica Kaszubska, gm.",słupski,7415,3061,3033,16,684,1680,46,67,4,421,37,75,3
pomorskie,221204,"Główczyce, gm.",słupski,7391,2847,2820,14,567,1465,43,147,2,451,40,84,7
pomorskie,221205,"Kępice, gm.",słupski,7280,3289,3256,21,685,1851,47,87,6,452,40,62,5
pomorskie,221206,"Kobylnica, gm.",słupski,8107,3575,3548,26,826,1851,92,95,10,515,60,68,5
pomorskie,221207,"Potęgowo, gm.",słupski,5517,2244,2226,3,459,1205,40,77,4,352,27,54,5
pomorskie,221208,"Słupsk, gm.",słupski,11333,5120,5093,53,1041,2756,130,99,12,850,81,66,5
pomorskie,221209,"Smołdzino, gm.",słupski,2777,1275,1263,9,330,628,29,40,1,194,15,15,2
pomorskie,221210,"Ustka, gm.",słupski,6964,3893,3864,31,1025,2074,83,84,3,449,55,57,3
pomorskie,221301,"Czarna Woda, m.",starogardzki,2663,1398,1385,11,538,555,30,18,3,190,24,14,2
pomorskie,221302,"Skórcz, m.",starogardzki,2711,1443,1433,19,554,560,24,15,2,210,30,16,3
pomorskie,221303,"Starogard Gdański, m.",starogardzki,38201,20710,20566,182,7063,9291,420,197,23,2899,315,142,34
pomorskie,221304,"Bobowo, gm.",starogardzki,2138,1045,1040,7,473,259,14,31,1,195,10,47,3
pomorskie,221305,"Kaliska, gm.",starogardzki,4000,1921,1909,13,618,923,30,28,5,238,17,32,5
pomorskie,221306,"Lubichowo, gm.",starogardzki,4664,2391,2362,20,818,958,37,71,4,376,34,37,7
pomorskie,221307,"Osieczna, gm.",starogardzki,2237,1207,1198,18,443,504,20,37,2,140,5,26,3
pomorskie,221308,"Osiek, gm.",starogardzki,2119,1151,1139,6,379,549,13,17,1,128,13,33,0
pomorskie,221309,"Skarszewy, gm.",starogardzki,10734,5328,5294,31,1868,2322,82,109,8,717,66,84,7
pomorskie,221310,"Skórcz, gm.",starogardzki,3500,1632,1618,20,712,446,31,69,3,231,13,91,2
pomorskie,221311,"Smętowo Graniczne, gm.",starogardzki,4195,1944,1926,18,622,795,25,52,2,327,21,55,9
pomorskie,221312,"Starogard Gdański, gm.",starogardzki,10596,5658,5600,40,2094,2245,88,114,5,788,89,127,10
pomorskie,221313,"Zblewo, gm.",starogardzki,8391,4130,4092,28,1599,1524,59,111,5,564,56,140,6
pomorskie,221401,"Tczew, m.",tczewski,47187,27319,27140,254,7865,14273,632,216,20,3230,462,157,31
pomorskie,221402,"Gniew, gm.",tczewski,12432,5832,5794,54,1709,2717,89,157,13,834,99,115,7
pomorskie,221403,"Morzeszczyn, gm.",tczewski,2838,1249,1238,22,389,502,18,47,4,193,15,45,3
pomorskie,221404,"Pelplin, gm.",tczewski,12727,5963,5911,89,1868,2694,101,110,7,880,59,98,5
pomorskie,221405,"Subkowy, gm.",tczewski,3991,1862,1851,24,578,804,27,55,1,245,26,86,5
pomorskie,221406,"Tczew, gm.",tczewski,9178,4716,4667,51,1426,2064,104,108,7,700,74,125,8
pomorskie,221501,"Reda, m.",wejherowski,15595,9809,9732,110,2374,5286,285,98,16,1254,214,77,18
pomorskie,221502,"Rumia, m.",wejherowski,35976,22942,22804,370,6324,12290,644,108,22,2360,506,143,37
pomorskie,221503,"Wejherowo, m.",wejherowski,37640,22660,22502,206,6758,11939,524,172,19,2331,407,112,34
pomorskie,221504,"Choczewo, gm.",wejherowski,4711,2222,2201,21,479,1234,46,58,1,295,32,33,2
pomorskie,221505,"Gniewino, gm.",wejherowski,5172,2536,2511,44,676,1333,45,69,7,266,38,31,2
pomorskie,221506,"Linia, gm.",wejherowski,4298,2394,2367,34,1174,798,33,65,4,172,15,69,3
pomorskie,221507,"Luzino, gm.",wejherowski,9713,5480,5441,74,2480,1989,83,78,7,561,92,68,9
pomorskie,221508,"Łęczyce, gm.",wejherowski,8496,4308,4265,41,1417,2005,74,117,4,446,63,93,5
pomorskie,221509,"Szemud, gm.",wejherowski,10432,6047,5988,92,2350,2498,177,130,2,559,91,80,9
pomorskie,221510,"Wejherowo, gm.",wejherowski,14722,8293,8225,90,2884,3811,172,112,6,937,143,59,11
pomorskie,221601,"Dzierzgoń, gm.",sztumski,7554,3255,3221,19,820,1539,50,88,6,601,47,46,5
pomorskie,221602,"Mikołajki Pomorskie, gm.",sztumski,2867,980,969,6,343,328,29,30,1,178,21,31,2
pomorskie,221603,"Stary Dzierzgoń, gm.",sztumski,3327,1034,1026,6,225,452,13,63,2,210,11,44,0
pomorskie,221604,"Stary Targ, gm.",sztumski,5024,1871,1857,25,497,877,34,64,2,277,29,44,8
pomorskie,221605,"Sztum, gm.",sztumski,15471,7628,7580,66,1678,4100,194,117,13,1172,98,126,16
pomorskie,226101,"Gdańsk, m.",Gdańsk,363435,236321,234583,2318,63529,133927,7080,968,267,20244,4783,1216,251
pomorskie,226201,"Gdynia, m.",Gdynia,197678,129905,128760,1269,31927,74677,3905,537,167,12911,2602,615,150
pomorskie,226301,"Słupsk, m.",Słupsk,76822,44104,43823,278,10801,23444,1056,428,41,6816,625,290,44
pomorskie,226401,"Sopot, m.",Sopot,33237,22747,22583,207,5874,13435,749,46,26,1638,479,109,20
pomorskie,229901,Statki - Gdańsk,Statki - Gdańsk,314,314,311,2,61,181,18,3,0,38,7,1,0
śląskie,240101,"Będzin, m.",będziński,47716,26263,26075,134,6218,12381,651,193,27,5837,405,150,79
śląskie,240102,"Czeladź, m.",będziński,28464,15658,15540,86,3675,7445,437,90,30,3388,270,83,36
śląskie,240103,"Wojkowice, m.",będziński,8811,4966,4917,28,930,2625,152,75,6,974,78,29,20
śląskie,240104,"Bobrowniki, gm.",będziński,9513,5255,5223,19,1368,2511,145,43,5,995,67,60,10
śląskie,240105,"Mierzęcice, gm.",będziński,6012,3077,3059,22,846,1219,69,44,3,747,33,62,14
śląskie,240106,"Psary, gm.",będziński,9474,4987,4955,28,1213,2289,140,69,2,1079,78,50,7
śląskie,240107,"Siewierz, gm.",będziński,10039,5097,5064,26,1679,1890,158,83,7,1043,67,97,14
śląskie,240108,"Sławków, m.",będziński,5663,3142,3118,32,1017,1295,76,35,6,596,35,17,9
śląskie,240201,"Szczyrk, m.",bielski,4860,2930,2905,27,1224,1184,61,18,3,307,48,30,3
śląskie,240202,"Bestwina, gm.",bielski,8582,5276,5240,69,1801,2278,126,34,4,733,87,97,11
śląskie,240203,"Buczkowice, gm.",bielski,8529,5025,4985,59,2018,2007,118,37,2,614,78,44,8
śląskie,240204,"Czechowice-Dziedzice, gm.",bielski,34603,20672,20576,370,6700,9321,587,126,26,2901,333,179,33
śląskie,240205,"Jasienica, gm.",bielski,17003,10341,10289,189,3586,4537,227,70,16,1418,111,125,10
śląskie,240206,"Jaworze, gm.",bielski,5288,3276,3254,53,720,1931,77,19,8,357,45,40,4
śląskie,240207,"Kozy, gm.",bielski,9560,5942,5902,127,2242,2630,151,25,8,613,59,38,9
śląskie,240208,"Porąbka, gm.",bielski,12054,6958,6896,123,3003,2656,137,62,4,734,93,70,14
śląskie,240209,"Wilamowice, gm.",bielski,12507,7624,7571,133,3484,2553,152,68,20,881,122,147,11
śląskie,240210,"Wilkowice, gm.",bielski,10598,6552,6511,95,2102,3205,186,32,3,728,72,74,14
śląskie,240301,"Cieszyn, m.",cieszyński,29305,17441,17326,265,4060,9476,463,106,23,2494,287,121,31
śląskie,240302,"Ustroń, m.",cieszyński,14324,8920,8870,99,2080,5075,178,54,9,1178,96,75,26
śląskie,240303,"Wisła, m.",cieszyński,9655,5801,5765,28,579,4187,138,46,6,677,37,54,13
śląskie,240304,"Brenna, gm.",cieszyński,8553,4773,4750,82,1776,2098,105,48,5,518,52,51,15
śląskie,240305,"Chybie, gm.",cieszyński,7298,3979,3968,80,1590,1490,65,40,8,572,64,49,10
śląskie,240306,"Dębowiec, gm.",cieszyński,4371,2533,2517,39,669,1332,39,27,2,347,23,34,5
śląskie,240307,"Goleszów, gm.",cieszyński,10064,5929,5902,83,863,3625,114,40,9,1013,74,68,13
śląskie,240308,"Hażlach, gm.",cieszyński,7847,4249,4225,47,1254,1860,97,73,6,745,60,77,6
śląskie,240309,"Istebna, gm.",cieszyński,8982,5341,5319,293,2777,1663,81,65,3,305,51,72,9
śląskie,240310,"Skoczów, gm.",cieszyński,20611,11521,11462,238,3442,5464,283,84,25,1637,159,90,40
