Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
łódzkie,100101,"Bełchatów, m.",bełchatowski,49787,29644,29419,304,15223,7198,986,201,25,4760,399,247,76
łódzkie,100102,"Bełchatów, gm.",bełchatowski,7978,4588,4557,38,2977,759,79,38,2,552,44,66,2
łódzkie,100103,"Drużbice, gm.",bełchatowski,4039,2092,2057,8,1115,370,23,108,4,321,15,90,3
łódzkie,100104,"Kleszczów, gm.",bełchatowski,3586,2051,2023,16,1199,369,39,22,2,313,19,42,2
łódzkie,100105,"Kluki, gm.",bełchatowski,3265,1697,1673,8,1078,240,25,34,3,236,7,41,1
łódzkie,100106,"Rusiec, gm.",bełchatowski,4237,2283,2252,15,1208,428,41,93,1,342,17,104,3
łódzkie,100107,"Szczerców, gm.",bełchatowski,6261,3449,3418,16,1951,671,98,80,1,485,36,76,4
łódzkie,100108,"Zelów, gm.",bełchatowski,12214,6308,6239,86,3429,1368,101,150,18,897,56,121,13
łódzkie,100201,"Kutno, m.",kutnowski,38962,21558,21428,119,8104,8097,419,219,23,3907,258,233,49
łódzkie,100202,"Bedlno, gm.",kutnowski,4967,2197,2167,36,897,376,42,93,0,268,14,438,3
łódzkie,100203,"Dąbrowice, gm.",kutnowski,1667,750,743,5,401,102,4,52,3,111,3,59,3
łódzkie,100204,"Krośniewice, gm.",kutnowski,7351,3322,3300,19,1380,914,61,161,3,614,21,123,4
łódzkie,100205,"Krzyżanów, gm.",kutnowski,3584,1695,1673,6,842,344,24,80,2,249,8,113,5
łódzkie,100206,"Kutno, gm.",kutnowski,6826,3313,3286,17,1691,765,55,84,2,527,22,119,4
łódzkie,100207,"Łanięta, gm.",kutnowski,1990,854,845,3,423,164,11,78,1,136,7,21,1
łódzkie,100208,"Nowe Ostrowy, gm.",kutnowski,3060,1318,1296,8,544,334,19,41,0,281,20,41,8
łódzkie,100209,"Oporów, gm.",kutnowski,2234,1094,1085,6,567,131,5,71,1,145,4,153,2
łódzkie,100210,"Strzelce, gm.",kutnowski,3356,1599,1590,12,814,303,14,97,1,233,12,103,1
łódzkie,100211,"Żychlin, gm.",kutnowski,10722,4794,4750,21,1892,1348,70,73,1,771,40,525,9
łódzkie,100301,"Buczek, gm.",łaski,3995,1892,1880,8,867,442,30,67,1,335,21,102,7
łódzkie,100302,"Łask, gm.",łaski,23184,12402,12298,107,4867,4095,379,124,7,2355,123,221,20
łódzkie,100303,"Sędziejowice, gm.",łaski,5202,2497,2487,13,1256,547,46,64,3,395,12,149,2
łódzkie,100304,"Widawa, gm.",łaski,6441,3139,3108,24,1733,573,57,110,5,437,22,144,3
łódzkie,100305,"Wodzierady, gm.",łaski,2544,1359,1350,2,620,377,23,63,0,155,15,93,2
łódzkie,100401,"Łęczyca, m.",łęczycki,12460,6754,6691,46,2078,2885,135,82,7,1295,81,65,17
łódzkie,100402,"Daszyna, gm.",łęczycki,3432,1401,1396,7,612,277,12,117,1,252,5,113,0
łódzkie,100403,"Góra Świętej Małgorzaty, gm.",łęczycki,3613,1698,1680,10,1054,213,14,88,0,150,13,135,3
łódzkie,100404,"Grabów, gm.",łęczycki,5266,2404,2391,21,1351,381,17,117,1,369,6,122,6
łódzkie,100405,"Łęczyca, gm.",łęczycki,7963,3943,3912,16,1862,1017,43,221,4,472,29,237,11
łódzkie,100406,"Piątek, gm.",łęczycki,5209,2535,2516,6,1503,444,33,98,2,306,12,106,6
łódzkie,100407,"Świnice Warckie, gm.",łęczycki,3260,1583,1565,8,728,364,17,86,1,266,13,77,5
łódzkie,100408,"Witonia, gm.",łęczycki,2854,1347,1338,21,610,257,23,97,3,205,10,110,2
łódzkie,100501,"Łowicz, m.",łowicki,25177,14207,14100,173,5318,5311,441,127,24,2271,185,228,22
łódzkie,100502,"Bielawy, gm.",łowicki,4841,2186,2158,18,1003,418,24,113,1,355,24,200,2
łódzkie,100503,"Chąśno, gm.",łowicki,2477,1202,1189,8,728,129,9,34,0,81,3,194,3
łódzkie,100504,"Domaniewice, gm.",łowicki,3773,1632,1621,33,835,282,41,48,3,250,15,112,2
łódzkie,100505,"Kiernozia, gm.",łowicki,2981,1377,1362,7,753,195,14,36,1,136,11,207,2
łódzkie,100506,"Kocierzew Południowy, gm.",łowicki,3610,1837,1825,9,1175,195,16,36,1,114,8,269,2
łódzkie,100507,"Łowicz, gm.",łowicki,5928,3121,3092,25,1627,606,60,69,4,394,26,274,7
łódzkie,100508,"Łyszkowice, gm.",łowicki,5398,2388,2369,21,1243,464,26,60,3,415,23,109,5
łódzkie,100509,"Nieborów, gm.",łowicki,7671,3946,3918,43,1937,952,87,62,6,655,44,118,14
łódzkie,100510,"Zduny, gm.",łowicki,4962,2428,2413,27,1039,450,57,69,3,332,11,423,2
łódzkie,100602,"Andrespol, gm.",łódzki wschodni,9865,6009,5972,62,2270,2340,173,75,5,835,113,83,16
łódzkie,100603,"Brójce, gm.",łódzki wschodni,4562,2594,2580,19,1378,667,49,34,2,299,22,108,2
łódzkie,100607,"Koluszki, gm.",łódzki wschodni,18861,11018,10921,99,4650,3754,281,135,16,1657,173,134,22
łódzkie,100608,"Nowosolna, gm.",łódzki wschodni,3188,1936,1922,13,637,817,58,18,1,261,28,87,2
łódzkie,100610,"Rzgów, gm.",łódzki wschodni,7401,4503,4469,23,2089,1441,151,76,6,490,67,118,8
łódzkie,100611,"Tuszyn, gm.",łódzki wschodni,9804,5255,5216,39,2304,1765,140,100,1,661,69,129,8
łódzkie,100701,"Białaczów, gm.",opoczyński,4822,2266,2236,25,1247,446,34,56,2,322,12,88,4
łódzkie,100702,"Drzewica, gm.",opoczyński,8928,5139,5068,80,3014,921,76,137,3,609,30,184,14
łódzkie,100703,"Mniszków, gm.",opoczyński,3818,1992,1982,33,1302,309,20,57,0,196,9,56,0
łódzkie,100704,"Opoczno, gm.",opoczyński,28427,16595,16460,303,8740,3621,395,279,14,2519,190,360,39
łódzkie,100705,"Paradyż, gm.",opoczyński,3577,1936,1923,28,1346,203,19,54,1,191,8,73,0
łódzkie,100706,"Poświętne, gm.",opoczyński,2812,1651,1630,19,971,253,30,58,2,150,12,131,4
łódzkie,100707,"Sławno, gm.",opoczyński,5935,3296,3264,54,2149,368,31,111,3,353,20,172,3
łódzkie,100708,"Żarnów, gm.",opoczyński,5092,2653,2637,31,1606,406,36,62,4,392,17,78,5
łódzkie,100801,"Konstantynów Łódzki, m.",pabianicki,14437,8325,8270,45,2831,3473,288,70,7,1300,169,71,16
łódzkie,100802,"Pabianice, m.",pabianicki,57540,34023,33808,186,10939,14721,1059,226,46,5771,528,255,77
łódzkie,100803,"Dłutów, gm.",pabianicki,3383,1819,1806,11,955,470,35,35,0,222,21,56,1
łódzkie,100804,"Dobroń, gm.",pabianicki,5615,3167,3149,22,1246,1131,95,43,1,445,34,127,5
łódzkie,100805,"Ksawerów, gm.",pabianicki,5895,3511,3480,29,1184,1511,119,33,5,488,69,37,5
łódzkie,100806,"Lutomiersk, gm.",pabianicki,5886,3114,3097,20,1326,1028,58,84,8,425,20,120,8
łódzkie,100807,"Pabianice, gm.",pabianicki,4842,2990,2961,18,1364,947,64,40,3,392,33,98,2
łódzkie,100901,"Działoszyn, gm.",pajęczański,10465,5331,5283,23,2501,1456,124,91,9,922,55,82,20
łódzkie,100902,"Kiełczygłów, gm.",pajęczański,3549,1765,1751,7,1005,282,34,77,1,256,10,79,0
łódzkie,100903,"Nowa Brzeźnica, gm.",pajęczański,3960,1820,1812,13,941,415,24,34,2,314,24,41,4
łódzkie,100904,"Pajęczno, gm.",pajęczański,9623,4954,4916,30,2503,1219,105,91,9,812,69,70,8
łódzkie,100905,"Rząśnia, gm.",pajęczański,3792,2023,2005,3,1253,300,24,68,2,287,16,50,2
łódzkie,100906,"Siemkowice, gm.",pajęczański,3946,1851,1839,10,960,332,19,94,3,306,15,96,4
łódzkie,100907,"Strzelce Wielkie, gm.",pajęczański,3914,1953,1931,16,1227,269,25,45,4,281,18,44,2
łódzkie,100908,"Sulmierzyce, gm.",pajęczański,3786,2061,2044,17,1135,338,15,53,3,435,9,35,4
łódzkie,101001,"Aleksandrów, gm.",piotrkowski,3762,1823,1812,5,1037,307,17,94,0,263,10,76,3
łódzkie,101002,"Czarnocin, gm.",piotrkowski,3223,1695,1678,8,956,304,27,56,1,213,15,97,1
łódzkie,101003,"Gorzkowice, gm.",piotrkowski,6837,3590,3537,31,2311,528,40,66,3,462,16,74,6
łódzkie,101004,"Grabica, gm.",piotrkowski,4793,2555,2530,15,1521,361,18,140,1,270,15,186,3
łódzkie,101005,"Łęki Szlacheckie, gm.",piotrkowski,2976,1295,1280,28,735,196,17,51,1,168,3,76,5
łódzkie,101006,"Moszczenica, gm.",piotrkowski,10159,5491,5451,70,3216,1064,94,119,5,659,67,145,12
łódzkie,101007,"Ręczno, gm.",piotrkowski,3078,1514,1497,43,733,285,20,63,0,255,15,82,1
łódzkie,101008,"Rozprza, gm.",piotrkowski,9425,4606,4560,30,2644,838,68,108,7,636,39,183,7
łódzkie,101009,"Sulejów, gm.",piotrkowski,12561,6966,6896,52,3701,1700,131,126,5,933,64,175,9
łódzkie,101010,"Wola Krzysztoporska, gm.",piotrkowski,9056,4982,4943,39,3352,661,54,103,8,545,28,147,6
łódzkie,101011,"Wolbórz, gm.",piotrkowski,6238,3687,3662,55,1863,885,63,92,1,523,41,136,3
łódzkie,101101,"Dalików, gm.",poddębicki,3030,1512,1492,4,674,356,20,85,2,235,17,96,3
łódzkie,101102,"Pęczniew, gm.",poddębicki,3039,1558,1542,7,712,320,22,78,2,303,14,83,1
łódzkie,101103,"Poddębice, gm.",poddębicki,12982,6523,6475,31,2402,2012,124,168,12,1384,105,224,13
łódzkie,101104,"Uniejów, gm.",poddębicki,6195,3306,3287,23,1754,715,48,77,1,494,25,148,2
łódzkie,101105,"Wartkowice, gm.",poddębicki,5096,2279,2260,11,1039,447,21,163,1,467,12,93,6
łódzkie,101106,"Zadzim, gm.",poddębicki,4366,2185,2163,3,892,496,19,146,6,383,12,205,1
łódzkie,101201,"Radomsko, m.",radomszczański,39691,21122,20986,175,8045,7582,555,162,18,3974,228,198,49
łódzkie,101202,"Dobryszyce, gm.",radomszczański,3297,1667,1655,16,871,392,21,18,3,265,19,48,2
łódzkie,101203,"Gidle, gm.",radomszczański,5333,2450,2428,23,1004,676,41,67,3,516,27,64,7
łódzkie,101204,"Gomunice, gm.",radomszczański,4705,2512,2487,13,1297,506,39,43,4,505,20,50,10
łódzkie,101205,"Kamieńsk, gm.",radomszczański,4819,2675,2649,14,1714,438,31,34,6,347,11,49,5
łódzkie,101206,"Kobiele Wielkie, gm.",radomszczański,3568,1629,1615,9,658,327,20,67,2,415,15,101,1
łódzkie,101207,"Kodrąb, gm.",radomszczański,3890,1812,1788,8,911,357,28,69,2,286,11,114,2
łódzkie,101208,"Lgota Wielka, gm.",radomszczański,3477,1722,1701,8,872,323,32,64,3,308,15,73,3
łódzkie,101209,"Ładzice, gm.",radomszczański,3837,1720,1699,7,815,441,23,46,2,294,5,64,2
łódzkie,101210,"Masłowice, gm.",radomszczański,3560,1566,1547,5,787,242,17,72,2,311,4,106,1
łódzkie,101211,"Przedbórz, gm.",radomszczański,6155,2946,2917,13,1544,667,32,47,5,416,31,157,5
łódzkie,101212,"Radomsko, gm.",radomszczański,4474,2140,2123,10,1027,513,44,38,4,425,12,47,3
łódzkie,101213,"Wielgomłyny, gm.",radomszczański,3929,1691,1674,3,874,268,31,77,8,269,7,135,2
łódzkie,101214,"Żytno, gm.",radomszczański,4651,1869,1837,11,915,382,23,61,0,337,20,84,4
łódzkie,101301,"Rawa Mazowiecka, m.",rawski,14650,8490,8428,154,3903,2618,191,64,11,1294,85,96,12
łódzkie,101302,"Biała Rawska, gm.",rawski,9428,4467,4422,36,2383,784,65,210,4,585,26,324,5
łódzkie,101303,"Cielądz, gm.",rawski,3295,1466,1459,14,940,181,17,61,0,172,12,57,5
łódzkie,101304,"Rawa Mazowiecka, gm.",rawski,6847,3234,3211,32,1893,568,74,90,2,397,23,126,6
łódzkie,101305,"Regnów, gm.",rawski,1482,633,628,4,381,66,5,49,1,60,4,56,2
łódzkie,101306,"Sadkowice, gm.",rawski,4636,2021,1992,21,1126,244,26,139,2,224,12,196,2
łódzkie,101401,"Sieradz, m.",sieradzki,36921,21457,21293,145,7753,7985,564,233,23,3909,328,310,43
łódzkie,101402,"Błaszki, gm.",sieradzki,12031,5515,5469,27,2920,975,75,184,3,863,40,373,9
łódzkie,101403,"Brąszewice, gm.",sieradzki,3394,1780,1772,14,1042,254,24,75,5,266,14,75,3
łódzkie,101404,"Brzeźnio, gm.",sieradzki,4974,2547,2532,7,1057,599,36,108,3,531,25,162,4
łódzkie,101405,"Burzenin, gm.",sieradzki,4582,2115,2099,24,961,520,36,98,5,288,24,135,8
łódzkie,101406,"Goszczanów, gm.",sieradzki,4509,2012,1999,10,978,309,28,118,2,418,5,131,0
łódzkie,101407,"Klonowa, gm.",sieradzki,2398,1138,1122,5,436,209,19,61,2,199,7,183,1
łódzkie,101408,"Sieradz, gm.",sieradzki,7850,4077,4050,33,2128,873,62,106,6,623,31,181,7
łódzkie,101409,"Warta, gm.",sieradzki,10448,4986,4955,44,2665,892,56,223,5,846,47,172,5
łódzkie,101410,"Wróblew, gm.",sieradzki,4954,2379,2367,10,1265,392,43,119,2,359,11,161,5
łódzkie,101411,"Złoczew, gm.",sieradzki,5865,2921,2896,29,1486,572,69,84,7,471,26,145,7
łódzkie,101501,"Bolimów, gm.",skierniewicki,3312,1678,1654,22,739,430,38,65,5,245,26,72,12
łódzkie,101502,"Głuchów, gm.",skierniewicki,4794,3062,3020,30,2087,259,28,114,1,287,19,192,3
łódzkie,101503,"Godzianów, gm.",skierniewicki,2096,1185,1178,19,689,146,23,57,1,160,4,78,1
łódzkie,101504,"Kowiesy, gm.",skierniewicki,2474,1208,1194,8,624,224,17,59,1,182,13,65,1
łódzkie,101505,"Lipce Reymontowskie, gm.",skierniewicki,2667,1376,1365,11,699,257,18,67,1,222,16,71,3
łódzkie,101506,"Maków, gm.",skierniewicki,4814,2530,2514,44,1324,506,65,61,2,382,34,89,7
łódzkie,101507,"Nowy Kawęczyn, gm.",skierniewicki,2664,1329,1316,6,644,286,24,48,1,229,15,63,0
łódzkie,101508,"Skierniewice, gm.",skierniewicki,5581,2827,2807,46,1441,635,62,80,1,419,26,93,4
łódzkie,101509,"Słupia, gm.",skierniewicki,2129,1153,1140,7,643,143,12,44,0,167,8,113,3
łódzkie,101601,"Tomaszów Mazowiecki, m.",tomaszowski,53405,30918,30719,309,12055,11431,636,214,41,5297,441,244,51
łódzkie,101602,"Będków, gm.",tomaszowski,2824,1545,1539,14,902,251,12,72,3,189,12,81,3
łódzkie,101603,"Budziszewice, gm.",tomaszowski,1813,1016,1010,17,568,219,11,29,3,120,10,31,2
łódzkie,101604,"Czerniewice, gm.",tomaszowski,4210,2016,2001,32,1154,357,22,72,2,228,11,121,2
łódzkie,101605,"Inowłódz, gm.",tomaszowski,3294,1851,1836,15,817,579,29,49,2,277,20,46,2
łódzkie,101606,"Lubochnia, gm.",tomaszowski,5812,3384,3357,23,1988,596,44,65,3,500,31,104,3
łódzkie,101607,"Rokiciny, gm.",tomaszowski,4902,2644,2614,23,1355,594,37,72,4,389,22,117,1
łódzkie,101608,"Rzeczyca, gm.",tomaszowski,3973,1941,1918,21,1156,262,32,73,2,235,14,113,10
łódzkie,101609,"Tomaszów Mazowiecki, gm.",tomaszowski,8262,4672,4619,63,2404,1130,79,65,6,664,53,148,7
łódzkie,101610,"Ujazd, gm.",tomaszowski,6378,3535,3496,31,1787,902,68,51,3,510,68,72,4
łódzkie,101611,"Żelechlinek, gm.",tomaszowski,2754,1448,1432,12,854,182,18,32,0,105,12,216,1
łódzkie,101701,"Biała, gm.",wieluński,4461,2176,2156,12,1006,425,24,96,4,449,14,121,5
łódzkie,101702,"Czarnożyły, gm.",wieluński,3647,1850,1837,13,866,408,20,63,1,320,25,120,1
łódzkie,101703,"Konopnica, gm.",wieluński,3261,1724,1710,5,739,496,26,65,1,273,15,89,1
łódzkie,101704,"Mokrsko, gm.",wieluński,4322,2244,2230,18,963,579,57,74,4,424,15,88,8
łódzkie,101705,"Osjaków, gm.",wieluński,3878,2005,1990,18,1055,358,47,40,0,320,19,126,7
łódzkie,101706,"Ostrówek, gm.",wieluński,3669,1783,1770,12,878,408,32,59,5,277,6,92,1
łódzkie,101707,"Pątnów, gm.",wieluński,5086,2645,2629,18,1402,492,33,81,1,443,14,141,4
łódzkie,101708,"Skomlin, gm.",wieluński,2707,1388,1374,8,522,364,20,53,2,284,10,109,2
łódzkie,101709,"Wieluń, gm.",wieluński,27197,14736,14627,126,5320,5621,398,142,18,2501,196,273,32
łódzkie,101710,"Wierzchlas, gm.",wieluński,5351,2508,2493,12,1099,689,39,40,2,450,22,135,5
łódzkie,101801,"Bolesławiec, gm.",wieruszowski,3394,1682,1668,11,639,486,31,66,5,334,16,75,5
łódzkie,101802,"Czastary, gm.",wieruszowski,3146,1507,1493,11,645,329,34,59,38,269,12,94,2
łódzkie,101803,"Galewice, gm.",wieruszowski,4888,2315,2297,12,950,637,35,83,4,441,16,118,1
łódzkie,101804,"Lututów, gm.",wieruszowski,3779,1913,1899,8,891,392,31,69,6,344,17,136,5
łódzkie,101805,"Łubnice, gm.",wieruszowski,3293,1635,1621,9,618,422,23,56,3,301,4,185,0
łódzkie,101806,"Sokolniki, gm.",wieruszowski,3893,1986,1978,9,888,453,37,59,2,401,16,108,5
łódzkie,101807,"Wieruszów, gm.",wieruszowski,11478,6332,6288,73,2353,2289,150,85,14,1021,100,190,13
łódzkie,101901,"Zduńska Wola, m.",zduńskowolski,35706,19878,19773,127,7689,7436,546,151,28,3298,294,160,44
łódzkie,101902,"Szadek, gm.",zduńskowolski,5904,2977,2959,19,1381,716,59,83,4,520,25,144,8
łódzkie,101903,"Zapolice, gm.",zduńskowolski,3837,1717,1704,14,728,505,27,48,3,288,22,65,4
łódzkie,101904,"Zduńska Wola, gm.",zduńskowolski,8905,4357,4327,52,2094,1232,75,63,7,616,39,139,10
łódzkie,102001,"Głowno, m.",zgierski,12479,6844,6805,41,2239,2924,174,65,9,1199,80,54,20
łódzkie,102002,"Ozorków, m.",zgierski,16712,8814,8746,60,3402,3229,191,70,11,1542,130,90,21
łódzkie,102003,"Zgierz, m.",zgierski,47388,27713,27504,182,9552,11985,730,190,38,4120,470,189,48
łódzkie,102004,"Aleksandrów Łódzki, gm.",zgierski,22638,12854,12766,59,4126,5858,353,105,18,1816,233,175,23
łódzkie,102005,"Głowno, gm.",zgierski,3938,1773,1760,17,910,321,13,87,3,283,10,115,1
łódzkie,102006,"Ozorków, gm.",zgierski,5413,2976,2958,13,1520,776,47,116,2,331,21,130,2
łódzkie,102007,"Parzęczew, gm.",zgierski,4004,2059,2051,17,832,607,43,46,4,385,25,90,2
łódzkie,102008,"Stryków, gm.",zgierski,9853,5111,5082,21,2004,1824,124,67,6,848,43,137,8
łódzkie,102009,"Zgierz, gm.",zgierski,9743,5660,5617,56,2455,2101,97,118,4,631,63,87,5
łódzkie,102101,"Brzeziny, m.",brzeziński,10195,5597,5560,72,2406,1815,154,60,3,882,82,77,9
łódzkie,102102,"Brzeziny, gm.",brzeziński,4283,2178,2164,28,1055,477,33,77,1,360,18,113,2
łódzkie,102103,"Dmosin, gm.",brzeziński,3772,1803,1793,8,851,432,30,70,2,258,12,127,3
łódzkie,102104,"Jeżów, gm.",brzeziński,2821,1583,1565,13,900,292,27,54,1,188,15,73,2
łódzkie,102105,"Rogów, gm.",brzeziński,3854,2051,2040,18,980,557,41,56,5,282,28,73,0
łódzkie,106101,"Łódź, m.",Łódź,597276,360258,357547,2124,101310,178964,11273,1913,460,52295,6616,2019,573
łódzkie,106201,"Piotrków Trybunalski, m.",Piotrków Trybunalski,63143,36759,36470,396,14457,13435,975,314,39,5972,504,326,52
łódzkie,106301,"Skierniewice, m.",Skierniewice,39157,23410,23254,449,8037,9267,737,171,29,3891,382,246,45
małopolskie,120101,"Bochnia, m.",bocheński,23623,14060,13992,253,6108,5235,487,75,14,1468,223,109,20
małopolskie,120102,"Bochnia, gm.",bocheński,14630,7886,7837,111,4355,2020,170,87,4,813,93,173,11
małopolskie,120103,"Drwinia, gm.",bocheński,5060,2715,2690,39,1765,438,36,52,2,230,32,91,5
małopolskie,120104,"Lipnica Murowana, gm.",bocheński,4276,2374,2357,38,1470,426,31,38,0,188,17,149,0
małopolskie,120105,"Łapanów, gm.",bocheński,5786,3089,3069,46,1635,707,43,80,5,337,38,174,4
małopolskie,120106,"Nowy Wiśnicz, gm.",bocheński,10376,6197,6154,152,3596,1445,97,86,9,599,66,95,9
małopolskie,120107,"Rzezawa, gm.",bocheński,8266,4455,4438,74,2808,917,91,37,6,369,56,74,6
małopolskie,120108,"Trzciana, gm.",bocheński,3963,2323,2309,44,1411,429,32,37,6,206,36,103,5
małopolskie,120109,"Żegocina, gm.",bocheński,3917,2603,2594,43,1966,314,50,13,1,110,14,81,2
małopolskie,120201,"Borzęcin, gm.",brzeski,6559,3309,3280,135,1946,748,72,42,4,238,25,62,8
małopolskie,120202,"Brzesko, gm.",brzeski,28520,15951,15853,381,8022,5117,404,92,8,1457,220,139,13
małopolskie,120203,"Czchów, gm.",brzeski,7156,3961,3923,106,2324,864,103,61,5,306,34,113,7
małopolskie,120204,"Dębno, gm.",brzeski,10960,6196,6152,128,3517,1444,168,73,4,561,66,181,10
małopolskie,120205,"Gnojnik, gm.",brzeski,5744,3081,3060,78,1997,520,56,42,1,262,25,76,3
małopolskie,120206,"Iwkowa, gm.",brzeski,4642,2690,2676,56,1947,382,22,29,1,141,16,80,2
małopolskie,120207,"Szczurowa, gm.",brzeski,7792,3533,3513,70,1871,838,84,86,2,367,24,168,3
małopolskie,120301,"Alwernia, gm.",chrzanowski,10323,5589,5546,50,2160,2113,167,58,5,817,76,93,7
małopolskie,120302,"Babice, gm.",chrzanowski,7149,4076,4042,39,1629,1408,108,67,4,642,50,85,10
małopolskie,120303,"Chrzanów, gm.",chrzanowski,39983,22795,22648,210,6699,10306,744,145,30,3984,344,138,48
małopolskie,120304,"Libiąż, gm.",chrzanowski,18368,10298,10212,105,3954,3626,240,87,8,1967,122,72,31
małopolskie,120305,"Trzebinia, gm.",chrzanowski,28299,16065,15962,169,5011,6957,531,145,24,2689,241,145,50
małopolskie,120401,"Bolesław, gm.",dąbrowski,2345,948,942,6,603,112,12,35,1,70,5,98,0
małopolskie,120402,"Dąbrowa Tarnowska, gm.",dąbrowski,16588,8433,8387,97,5202,1858,184,88,12,682,67,185,12
małopolskie,120403,"Gręboszów, gm.",dąbrowski,2962,1406,1398,20,914,157,8,34,2,105,6,152,0
małopolskie,120404,"Mędrzechów, gm.",dąbrowski,2878,1322,1313,19,775,248,15,40,0,147,5,64,0
małopolskie,120405,"Olesno, gm.",dąbrowski,6168,3150,3130,34,2247,424,39,48,1,241,14,78,4
małopolskie,120406,"Radgoszcz, gm.",dąbrowski,5591,2798,2771,67,2074,292,34,54,1,155,17,76,1
małopolskie,120407,"Szczucin, gm.",dąbrowski,10587,4945,4912,70,2693,1029,72,119,7,668,45,196,13
małopolskie,120501,"Gorlice, m.",gorlicki,24084,13290,13230,169,5542,5023,381,95,12,1728,149,106,25
małopolskie,120502,"Biecz, gm.",gorlicki,13597,6705,6649,80,3780,1477,130,126,10,773,62,194,17
małopolskie,120503,"Bobowa, gm.",gorlicki,6965,3840,3816,47,2507,739,45,85,2,282,23,83,3
małopolskie,120504,"Gorlice, gm.",gorlicki,13098,6922,6865,106,3815,1689,150,105,9,769,79,129,14
małopolskie,120505,"Lipinki, gm.",gorlicki,5436,2829,2811,27,1668,576,47,38,4,371,32,40,8
małopolskie,120506,"Łużna, gm.",gorlicki,6432,3234,3210,97,1771,752,31,82,2,332,30,107,6
małopolskie,120507,"Moszczenica, gm.",gorlicki,3722,1741,1726,47,1094,288,31,36,5,163,12,45,5
małopolskie,120508,"Ropa, gm.",gorlicki,3879,2279,2264,20,1532,403,34,38,3,187,19,28,0
małopolskie,120509,"Sękowa, gm.",gorlicki,3905,2013,1997,15,974,641,38,27,3,217,32,47,3
małopolskie,120510,"Uście Gorlickie, gm.",gorlicki,5191,2780,2764,23,1077,1143,59,76,1,312,27,45,1
małopolskie,120601,"Czernichów, gm.",krakowski,10551,5375,5341,56,2595,1631,162,61,3,668,60,101,4
małopolskie,120602,"Igołomia-Wawrzeńczyce, gm.",krakowski,6100,2399,2380,19,1183,621,65,47,4,316,16,108,1
małopolskie,120603,"Iwanowice, gm.",krakowski,6525,3450,3408,26,1781,830,97,76,2,434,34,123,5
małopolskie,120604,"Jerzmanowice-Przeginia, gm.",krakowski,8384,4589,4551,56,2338,1159,87,83,4,676,42,103,3
małopolskie,120605,"Kocmyrzów-Luborzyca, gm.",krakowski,10559,5197,5170,51,2370,1628,112,73,6,687,79,159,5
małopolskie,120606,"Krzeszowice, gm.",krakowski,25244,14643,14544,165,5706,5670,465,113,20,1966,215,198,26
małopolskie,120607,"Liszki, gm.",krakowski,12394,6896,6854,66,3619,2096,181,50,4,636,105,90,7
małopolskie,120608,"Michałowice, gm.",krakowski,6670,3629,3614,32,1578,1298,111,46,3,400,50,92,4
małopolskie,120609,"Mogilany, gm.",krakowski,9150,5489,5440,80,2483,2031,201,23,8,470,86,54,4
małopolskie,120610,"Skała, gm.",krakowski,7788,4012,3981,30,1855,1245,145,51,10,505,64,71,5
małopolskie,120611,"Skawina, gm.",krakowski,33298,18641,18485,180,7969,6883,659,107,10,2184,313,156,24
małopolskie,120612,"Słomniki, gm.",krakowski,10996,5529,5489,39,2728,1455,134,94,4,745,67,213,10
małopolskie,120613,"Sułoszowa, gm.",krakowski,4623,2549,2534,20,1519,406,44,68,2,258,21,193,3
małopolskie,120614,"Świątniki Górne, gm.",krakowski,7150,3855,3834,49,1984,1269,116,27,1,300,66,15,7
małopolskie,120615,"Wielka Wieś, gm.",krakowski,7738,4662,4624,40,1920,1789,158,42,5,484,80,103,3
małopolskie,120616,"Zabierzów, gm.",krakowski,18962,11921,11829,152,4394,5031,569,64,5,1269,233,101,11
małopolskie,120617,"Zielonki, gm.",krakowski,13215,8001,7949,101,2801,3588,315,47,13,769,172,133,10
małopolskie,120701,"Limanowa, m.",limanowski,12024,7563,7512,257,4100,2050,188,39,9,682,118,60,9
małopolskie,120702,"Mszana Dolna, m.",limanowski,5955,3504,3464,31,1989,1009,88,19,1,240,46,36,5
małopolskie,120703,"Dobra, gm.",limanowski,7408,3742,3703,57,2278,815,71,48,4,315,38,75,2
małopolskie,120704,"Jodłownik, gm.",limanowski,6342,3377,3338,57,2069,665,44,55,1,310,17,114,6
małopolskie,120705,"Kamienica, gm.",limanowski,5618,3097,3080,48,2160,604,41,28,0,122,23,48,6
małopolskie,120706,"Laskowa, gm.",limanowski,5627,3753,3734,116,2936,354,55,44,3,162,23,40,1
małopolskie,120707,"Limanowa, gm.",limanowski,17750,10456,10380,252,7197,1640,108,119,9,744,92,210,9
małopolskie,120708,"Łukowica, gm.",limanowski,6992,4153,4124,79,2679,690,45,76,4,375,31,143,2
małopolskie,120709,"Mszana Dolna, gm.",limanowski,12418,7107,7067,40,5221,1105,83,43,8,339,47,174,7
