Code,Gmina,Voivodeship,registered_voters,ballots_cast,valid_votes,duda,komorowski
300705,gm. Koźminek,wielkopolskie,6023,2886,2836,1811,1025
300706,gm. Lisków,wielkopolskie,4230,2032,1993,1090,903
300707,gm. Mycielin,wielkopolskie,3997,1753,1718,980,738
300708,gm. Opatówek,wielkopolskie,8580,4782,4708,2790,1918
300709,gm. Stawiszyn,wielkopolskie,5798,2808,2766,1475,1291
300710,gm. Szczytniki,wielkopolskie,6244,3264,3230,2152,1078
300711,gm. Żelazków,wielkopolskie,7472,3951,3902,2282,1620
300801,gm. Baranów,wielkopolskie,6127,3485,3455,1723,1732
300802,gm. Bralin,wielkopolskie,4645,2690,2672,1229,1443
300803,gm. Kępno,wielkopolskie,19723,11162,11063,4504,6559
300804,gm. Łęka Opatowska,wielkopolskie,4141,2282,2245,1038,1207
300805,gm. Perzów,wielkopolskie,3071,1455,1437,706,731
300806,gm. Rychtal,wielkopolskie,3173,1504,1498,742,756
300807,gm. Trzcinica,wielkopolskie,3828,2044,2026,1040,986
300901,m. Koło,wielkopolskie,18269,9909,9757,4879,4878
300902,gm. Babiak,wielkopolskie,6468,3129,3062,2073,989
300903,gm. Chodów,wielkopolskie,2719,1289,1276,846,430
300904,gm. Dąbie,wielkopolskie,5345,2591,2555,1790,765
300905,gm. Grzegorzew,wielkopolskie,4521,2313,2288,1524,764
300906,gm. Kłodawa,wielkopolskie,10583,5430,5346,3226,2120
300907,gm. Koło,wielkopolskie,6005,3140,3096,1973,1123
300908,gm. Kościelec,wielkopolskie,5436,2776,2744,1807,937
300909,gm. Olszówka,wielkopolskie,3765,1707,1686,1205,481
300910,gm. Osiek Mały,wielkopolskie,4703,2406,2363,1644,719
300911,gm. Przedecz,wielkopolskie,3478,1554,1532,903,629
301001,gm. Golina,wielkopolskie,9584,4841,4776,2854,1922
301002,gm. Grodziec,wielkopolskie,4129,1852,1825,1062,763
301003,gm. Kazimierz Biskupi,wielkopolskie,9045,4831,4746,2971,1775
301004,gm. Kleczew,wielkopolskie,8012,4030,3964,2693,1271
301005,gm. Kramsk,wielkopolskie,8645,4488,4430,2978,1452
301006,gm. Krzymów,wielkopolskie,6030,3278,3232,2280,952
301007,gm. Rychwał,wielkopolskie,6656,3487,3454,2225,1229
301008,gm. Rzgów,wielkopolskie,5629,2862,2831,1700,1131
301009,gm. Skulsk,wielkopolskie,4923,2152,2125,1336,789
301010,gm. Sompolno,wielkopolskie,8350,4068,4013,2675,1338
301011,gm. Stare Miasto,wielkopolskie,8987,5130,5061,2946,2115
301012,gm. Ślesin,wielkopolskie,11411,5747,5687,3501,2186
301013,gm. Wierzbinek,wielkopolskie,5913,2903,2867,2112,755
301014,gm. Wilczyn,wielkopolskie,4922,2385,2354,1564,790
301101,m. Kościan,wielkopolskie,19686,11426,11264,3929,7335
301102,gm. Czempiń,wielkopolskie,9035,4657,4615,1807,2808
301103,gm. Kościan,wielkopolskie,12416,6563,6446,2725,3721
301104,gm. Krzywiń,wielkopolskie,7902,4059,4006,2196,1810
301105,gm. Śmigiel,wielkopolskie,13845,6841,6742,2968,3774
301201,m. Sulmierzyce,wielkopolskie,2220,1182,1160,546,614
301202,gm. Kobylin,wielkopolskie,6449,3102,3056,1405,1651
301203,gm. Koźmin Wielkopolski,wielkopolskie,10720,5457,5388,2482,2906
301204,gm. Krotoszyn,wielkopolskie,31828,17176,16986,7787,9199
301205,gm. Rozdrażew,wielkopolskie,3997,2105,2081,1317,764
301206,gm. Zduny,wielkopolskie,5756,2856,2807,1279,1528
301301,gm. Krzemieniewo,wielkopolskie,6702,3228,3179,1529,1650
301302,gm. Lipno,wielkopolskie,5614,2903,2867,1276,1591
301303,gm. Osieczna,wielkopolskie,7106,3603,3556,1590,1966
301304,gm. Rydzyna,wielkopolskie,6900,3589,3552,1506,2046
301305,gm. Święciechowa,wielkopolskie,5965,2816,2766,1180,1586
301306,gm. Wijewo,wielkopolskie,2875,1543,1521,636,885
301307,gm. Włoszakowice,wielkopolskie,7122,3592,3544,1418,2126
301401,gm. Chrzypsko Wielkie,wielkopolskie,2664,1260,1239,513,726
301402,gm. Kwilcz,wielkopolskie,4931,2423,2387,789,1598
301403,gm. Międzychód,wielkopolskie,14603,7418,7290,2453,4837
301404,gm. Sieraków,wielkopolskie,6953,3269,3214,1156,2058
301501,gm. Kuślin,wielkopolskie,4279,2157,2135,973,1162
301502,gm. Lwówek,wielkopolskie,7115,3517,3473,1353,2120
301503,gm. Miedzichowo,wielkopolskie,2967,1531,1510,610,900
301504,gm. Nowy Tomyśl,wielkopolskie,20129,11500,11365,3929,7436
301505,gm. Opalenica,wielkopolskie,12745,7147,7053,2775,4278
301506,gm. Zbąszyń,wielkopolskie,10633,6047,5919,1884,4035
301601,gm. Oborniki,wielkopolskie,26213,14515,14269,4961,9308
301602,gm. Rogoźno,wielkopolskie,13752,7136,7035,2625,4410
301603,gm. Ryczywół,wielkopolskie,5639,2963,2935,1123,1812
301701,m. Ostrów Wielkopolski,wielkopolskie,58781,33634,33183,12592,20591
301702,gm. Nowe Skalmierzyce,wielkopolskie,12147,6242,6163,3241,2922
301703,gm. Odolanów,wielkopolskie,11440,6394,6302,3978,2324
301704,gm. Ostrów Wielkopolski,wielkopolskie,14847,8061,7963,4364,3599
301705,gm. Przygodzice,wielkopolskie,9400,5352,5282,2748,2534
301706,gm. Raszków,wielkopolskie,9178,4774,4719,2727,1992
301707,gm. Sieroszewice,wielkopolskie,7678,3848,3789,2225,1564
301708,gm. Sośnie,wielkopolskie,5205,2538,2494,1341,1153
301801,gm. Czajków,wielkopolskie,2071,1013,993,595,398
301802,gm. Doruchów,wielkopolskie,4115,2154,2123,1086,1037
301803,gm. Grabów nad Prosną,wielkopolskie,6206,3248,3191,1719,1472
301804,gm. Kobyla Góra,wielkopolskie,4763,2555,2535,1074,1461
301805,gm. Kraszewice,wielkopolskie,2831,1423,1403,716,687
301806,gm. Mikstat,wielkopolskie,4931,2363,2329,1393,936
301807,gm. Ostrzeszów,wielkopolskie,18750,9962,9837,4242,5595
301901,m. Piła,wielkopolskie,57701,32967,32433,12739,19694
301902,gm. Białośliwie,wielkopolskie,3774,2005,1978,899,1079
301903,gm. Kaczory,wielkopolskie,6098,3388,3309,1495,1814
301904,gm. Łobżenica,wielkopolskie,7541,3885,3836,2187,1649
301905,gm. Miasteczko Krajeńskie,wielkopolskie,2545,1275,1257,573,684
301906,gm. Szydłowo,wielkopolskie,6726,3269,3223,1291,1932
301907,gm. Ujście,wielkopolskie,6395,3360,3313,1326,1987
301908,gm. Wyrzysk,wielkopolskie,10998,5377,5320,2565,2755
301909,gm. Wysoka,wielkopolskie,5320,2639,2619,1168,1451
302001,gm. Chocz,wielkopolskie,3794,1825,1800,911,889
302002,gm. Czermin,wielkopolskie,3811,2019,1991,1172,819
302003,gm. Dobrzyca,wielkopolskie,6506,3343,3299,1529,1770
302004,gm. Gizałki,wielkopolskie,3637,1767,1744,1010,734
302005,gm. Gołuchów,wielkopolskie,8240,4379,4327,2211,2116
302006,gm. Pleszew,wielkopolskie,23856,12454,12274,5084,7190
302101,m. Luboń,wielkopolskie,23145,14454,14253,4608,9645
302102,m. Puszczykowo,wielkopolskie,8042,5319,5241,1627,3614
302103,gm. Buk,wielkopolskie,9632,5702,5636,2277,3359
302104,gm. Czerwonak,wielkopolskie,20629,12715,12534,4148,8386
302105,gm. Dopiewo,wielkopolskie,16440,10935,10802,3254,7548
302106,gm. Kleszczewo,wielkopolskie,5311,3419,3372,1206,2166
302107,gm. Komorniki,wielkopolskie,17725,11514,11363,3162,8201
302108,gm. Kostrzyn,wielkopolskie,13659,7317,7202,2774,4428
302109,gm. Kórnik,wielkopolskie,17718,10922,10776,3737,7039
302110,gm. Mosina,wielkopolskie,23552,14313,14085,5099,8986
302111,gm. Murowana Goślina,wielkopolskie,13081,7574,7474,2397,5077
302112,gm. Pobiedziska,wielkopolskie,14831,8567,8415,2967,5448
302113,gm. Rokietnica,wielkopolskie,11095,6985,6897,2011,4886
302114,gm. Stęszew,wielkopolskie,11762,6198,6102,2312,3790
302115,gm. Suchy Las,wielkopolskie,11783,8218,8113,2432,5681
302116,gm. Swarzędz,wielkopolskie,35499,22040,21761,7249,14512
302117,gm. Tarnowo Podgórne,wielkopolskie,18303,12057,11866,3511,8355
302201,gm. Bojanowo,wielkopolskie,7013,3159,3111,1235,1876
302202,gm. Jutrosin,wielkopolskie,5503,2601,2583,1135,1448
302203,gm. Miejska Górka,wielkopolskie,7396,3523,3476,1685,1791
302204,gm. Pakosław,wielkopolskie,3662,1870,1854,808,1046
302205,gm. Rawicz,wielkopolskie,24452,12697,12505,4546,7959
302301,m. Słupca,wielkopolskie,11480,6473,6382,2798,3584
302302,gm. Lądek,wielkopolskie,4679,2355,2318,1283,1035
302303,gm. Orchowo,wielkopolskie,3092,1562,1541,795,746
302304,gm. Ostrowite,wielkopolskie,4215,1923,1904,1160,744
302305,gm. Powidz,wielkopolskie,1916,1006,995,473,522
302306,gm. Słupca,wielkopolskie,7519,3570,3489,2099,1390
302307,gm. Strzałkowo,wielkopolskie,7956,4219,4082,1952,2130
302308,gm. Zagórów,wielkopolskie,7189,3397,3351,1806,1545
302401,m. Obrzycko,wielkopolskie,1901,937,916,355,561
302402,gm. Duszniki,wielkopolskie,6823,3725,3675,1685,1990
302403,gm. Kaźmierz,wielkopolskie,6214,3309,3276,1120,2156
302404,gm. Obrzycko,wielkopolskie,3467,1547,1500,602,898
302405,gm. Ostroróg,wielkopolskie,3886,1910,1898,752,1146
302406,gm. Pniewy,wielkopolskie,9662,5242,5185,2045,3140
302407,gm. Szamotuły,wielkopolskie,23206,12791,12649,4369,8280
302408,gm. Wronki,wielkopolskie,16297,8878,8759,3040,5719
302501,gm. Dominowo,wielkopolskie,2280,1185,1173,534,639
302502,gm. Krzykosy,wielkopolskie,5350,2703,2670,1302,1368
302503,gm. Nowe Miasto nad Wartą,wielkopolskie,7111,3571,3521,1707,1814
302504,gm. Środa Wielkopolska,wielkopolskie,24832,13896,13630,5735,7895
302505,gm. Zaniemyśl,wielkopolskie,5260,2941,2880,1136,1744
302601,gm. Brodnica,wielkopolskie,3841,1899,1879,691,1188
302602,gm. Dolsk,wielkopolskie,4597,2135,2107,1027,1080
302603,gm. Książ Wielkopolski,wielkopolskie,6637,3270,3237,1607,1630
302604,gm. Śrem,wielkopolskie,32363,18026,17760,7313,10447
302701,m. Turek,wielkopolskie,22848,12893,12691,6617,6074
302702,gm. Brudzew,wielkopolskie,4749,2379,2341,1742,599
302703,gm. Dobra,wielkopolskie,5002,2373,2345,1581,764
302704,gm. Kawęczyn,wielkopolskie,4225,2088,2042,1442,600
302705,gm. Malanów,wielkopolskie,5122,2427,2384,1471,913
302706,gm. Przykona,wielkopolskie,3524,1822,1796,1267,529
302707,gm. Tuliszków,wielkopolskie,8392,4303,4228,2815,1413
302708,gm. Turek,wielkopolskie,6977,3649,3591,2335,1256
302709,gm. Władysławów,wielkopolskie,6408,3745,3692,2718,974
302801,m. Wągrowiec,wielkopolskie,19869,10988,10789,3766,7023
302802,gm. Damasławek,wielkopolskie,4338,2199,2161,1019,1142
302803,gm. Gołańcz,wielkopolskie,6551,3150,3115,1278,1837
302804,gm. Mieścisko,wielkopolskie,4713,2263,2204,962,1242
302805,gm. Skoki,wielkopolskie,7179,3621,3583,1298,2285
302806,gm. Wapno,wielkopolskie,2422,1084,1065,432,633
302807,gm. Wągrowiec,wielkopolskie,9119,4358,4298,1825,2473
302901,gm. Przemęt,wielkopolskie,11094,5436,5352,2320,3032
302902,gm. Siedlec,wielkopolskie,9620,5151,5084,1928,3156
302903,gm. Wolsztyn,wielkopolskie,23696,13530,13374,4609,8765
303001,gm. Kołaczkowo,wielkopolskie,4729,2364,2338,1227,1111
303002,gm. Miłosław,wielkopolskie,8263,4205,4148,1869,2279
303003,gm. Nekla,wielkopolskie,5735,3179,3132,1404,1728
303004,gm. Pyzdry,wielkopolskie,5723,2823,2786,1527,1259
303005,gm. Września,wielkopolskie,35521,19718,19417,8494,10923
303101,m. Złotów,wielkopolskie,14889,7927,7815,2911,4904
303102,gm. Jastrowie,wielkopolskie,9093,3997,3929,1546,2383
303103,gm. Krajenka,wielkopolskie,5858,2992,2950,1230,1720
303104,gm. Lipka,wielkopolskie,4362,1985,1959,773,1186
303105,gm. Okonek,wielkopolskie,6932,3108,3055,1218,1837
303106,gm. Tarnówka,wielkopolskie,2494,1184,1172,502,670
303107,gm. Zakrzewo,wielkopolskie,3887,1980,1943,834,1109
303108,gm. Złotów,wielkopolskie,7337,3168,3123,1230,1893
306101,m. Kalisz,wielkopolskie,81158,46880,46232,18361,27871
306201,m. Konin,wielkopolskie,61755,35904,35247,17114,18133
306301,m. Leszno,wielkopolskie,50091,27675,27269,9319,17950
306401,m. Poznań,wielkopolskie,421979,266536,262487,82860,179627
320101,m. Białogard,zachodniopomorskie,19153,9444,9312,3761,5551
320102,gm. Białogard,zachodniopomorskie,6180,2381,2351,940,1411
320103,gm. Karlino,zachodniopomorskie,7079,2887,2845,1330,1515
320104,gm. Tychowo,zachodniopomorskie,5879,2621,2596,930,1666
320201,gm. Bierzwnik,zachodniopomorskie,3948,1797,1790,700,1090
320202,gm. Choszczno,zachodniopomorskie,18090,8559,8464,3225,5239
320203,gm. Drawno,zachodniopomorskie,4267,1748,1718,655,1063
320204,gm. Krzęcin,zachodniopomorskie,3066,1225,1221,430,791
320205,gm. Pełczyce,zachodniopomorskie,6205,2417,2386,1042,1344
320206,gm. Recz,zachodniopomorskie,4508,1704,1669,745,924
320301,gm. Czaplinek,zachodniopomorskie,9500,4153,4089,1527,2562
320302,gm. Drawsko Pomorskie,zachodniopomorskie,13561,6199,6176,2349,3827
320303,gm. Kalisz Pomorski,zachodniopomorskie,5809,2504,2483,878,1605
320304,gm. Ostrowice,zachodniopomorskie,2032,885,878,406,472
320305,gm. Wierzchowo,zachodniopomorskie,3975,1812,1789,591,1198
320306,gm. Złocieniec,zachodniopomorskie,12326,5948,5888,2538,3350
320402,gm. Goleniów,zachodniopomorskie,28393,14533,14305,5420,8885
320403,gm. Maszewo,zachodniopomorskie,6807,2931,2897,1331,1566
320404,gm. Nowogard,zachodniopomorskie,20027,9592,9401,3618,5783
320405,gm. Osina,zachodniopomorskie,2300,997,979,483,496
320406,gm. Przybiernów,zachodniopomorskie,4004,1647,1614,738,876
320407,gm. Stepnica,zachodniopomorskie,3862,1564,1543,571,972
320501,gm. Brojce,zachodniopomorskie,2955,1033,1014,424,590
320502,gm. Gryfice,zachodniopomorskie,19358,9133,9006,3543,5463
320503,gm. Karnice,zachodniopomorskie,3283,1566,1551,718,833
320504,gm. Płoty,zachodniopomorskie,7429,3433,3387,1563,1824
320507,gm. Rewal,zachodniopomorskie,4299,2956,2921,1102,1819
320508,gm. Trzebiatów,zachodniopomorskie,13458,6286,6052,2443,3609
320601,gm. Banie,zachodniopomorskie,5114,2036,2016,869,1147
320602,gm. Cedynia,zachodniopomorskie,3584,1409,1397,429,968
320603,gm. Chojna,zachodniopomorskie,11009,4906,4842,1947,2895
320604,gm. Gryfino,zachodniopomorskie,24973,13185,12931,5586,7345
320605,gm. Mieszkowice,zachodniopomorskie,5799,2562,2535,1070,1465
320606,gm. Moryń,zachodniopomorskie,3468,1551,1530,641,889
320607,gm. Stare Czarnowo,zachodniopomorskie,3120,1556,1535,725,810
320608,gm. Trzcińsko-Zdrój,zachodniopomorskie,4504,1848,1816,836,980
320609,gm. Widuchowa,zachodniopomorskie,4365,1798,1752,782,970
320701,gm. Dziwnów,zachodniopomorskie,4218,2648,2618,906,1712
320702,gm. Golczewo,zachodniopomorskie,4827,2130,2111,889,1222
320703,gm. Kamień Pomorski,zachodniopomorskie,12238,5834,5761,2038,3723
320704,gm. Międzyzdroje,zachodniopomorskie,6022,3208,3166,1175,1991
320705,gm. Świerzno,zachodniopomorskie,3379,1317,1305,431,874
320706,gm. Wolin,zachodniopomorskie,9966,4571,4508,1770,2738
320801,m. Kołobrzeg,zachodniopomorskie,40403,23004,22715,8530,14185
320802,gm. Dygowo,zachodniopomorskie,4326,1931,1896,840,1056
320803,gm. Gościno,zachodniopomorskie,4054,1725,1692,695,997
320804,gm. Kołobrzeg,zachodniopomorskie,8801,4759,4704,1735,2969
320805,gm. Rymań,zachodniopomorskie,3321,1474,1455,615,840
320806,gm. Siemyśl,zachodniopomorskie,2946,1368,1355,570,785
320807,gm. Ustronie Morskie,zachodniopomorskie,4129,2624,2593,1151,1442
320901,gm. Będzino,zachodniopomorskie,6769,3071,3038,1256,1782
320902,gm. Biesiekierz,zachodniopomorskie,4925,2648,2595,897,1698
320903,gm. Bobolice,zachodniopomorskie,7653,3344,3300,1440,1860
320904,gm. Manowo,zachodniopomorskie,5252,2844,2796,977,1819
320905,gm. Mielno,zachodniopomorskie,5529,3716,3675,1519,2156
320906,gm. Polanów,zachodniopomorskie,7059,2903,2854,1260,1594
320907,gm. Sianów,zachodniopomorskie,10807,5198,5119,2073,3046
320908,gm. Świeszyno,zachodniopomorskie,5339,2894,2831,1025,1806
321001,gm. Barlinek,zachodniopomorskie,15419,7234,7123,3062,4061
321002,gm. Boleszkowice,zachodniopomorskie,2357,1028,1017,404,613
321003,gm. Dębno,zachodniopomorskie,16205,7650,7573,3185,4388
321004,gm. Myślibórz,zachodniopomorskie,16331,7449,7345,2888,4457
321005,gm. Nowogródek Pomorski,zachodniopomorskie,2711,1145,1139,462,677
321101,gm. Dobra (Szczecińska),zachodniopomorskie,14763,9339,9211,2692,6519
321102,gm. Kołbaskowo,zachodniopomorskie,8677,4635,4567,1442,3125
321103,gm. Nowe Warpno,zachodniopomorskie,1305,660,646,218,428
321104,gm. Police,zachodniopomorskie,31788,16860,16552,7147,9405
321201,gm. Bielice,zachodniopomorskie,2441,1066,1051,589,462
321202,gm. Kozielice,zachodniopomorskie,2137,944,937,514,423
321203,gm. Lipiany,zachodniopomorskie,4829,2097,2060,1073,987
321204,gm. Przelewice,zachodniopomorskie,4178,1715,1685,736,949
321205,gm. Pyrzyce,zachodniopomorskie,15513,7772,7668,3588,4080
321206,gm. Warnice,zachodniopomorskie,2856,1227,1211,701,510
321301,m. Darłowo,zachodniopomorskie,11591,5895,5820,2164,3656
321302,m. Sławno,zachodniopomorskie,10115,5155,5077,2258,2819
321303,gm. Darłowo,zachodniopomorskie,6900,3491,3442,1499,1943
321304,gm. Malechowo,zachodniopomorskie,5219,2340,2317,1123,1194
321305,gm. Postomino,zachodniopomorskie,6021,2982,2960,1299,1661
321306,gm. Sławno,zachodniopomorskie,6920,2850,2809,1340,1469
321401,m. Stargard Szczeciński,zachodniopomorskie,53746,29111,28663,11675,16988
321402,gm. Chociwel,zachodniopomorskie,4830,2162,2138,869,1269
321403,gm. Dobrzany,zachodniopomorskie,4124,1685,1650,751,899
321404,gm. Dolice,zachodniopomorskie,6335,2585,2549,1170,1379
321405,gm. Ińsko,zachodniopomorskie,2994,1232,1208,469,739
321406,gm. Kobylanka,zachodniopomorskie,4072,2352,2318,962,1356
321408,gm. Marianowo,zachodniopomorskie,2481,1095,1085,506,579
321409,gm. Stara Dąbrowa,zachodniopomorskie,2963,1204,1187,565,622
321410,gm. Stargard Szczeciński,zachodniopomorskie,9801,4476,4418,1935,2483
321411,gm. Suchań,zachodniopomorskie,3442,1299,1283,569,714
321501,m. Szczecinek,zachodniopomorskie,31664,16689,16423,7373,9050
321502,gm. Barwice,zachodniopomorskie,6864,2678,2651,1289,1362
321503,gm. Biały Bór,zachodniopomorskie,4264,1817,1783,804,979
321504,gm. Borne Sulinowo,zachodniopomorskie,7654,3473,3416,1467,1949
321505,gm. Grzmiąca,zachodniopomorskie,4072,1615,1598,666,932
321506,gm. Szczecinek,zachodniopomorskie,7301,2999,2965,1408,1557
321601,m. Świdwin,zachodniopomorskie,12111,5898,5843,2198,3645
321602,gm. Brzeżno,zachodniopomorskie,2258,886,875,346,529
321603,gm. Połczyn-Zdrój,zachodniopomorskie,13056,6124,6047,2505,3542
321604,gm. Rąbino,zachodniopomorskie,3000,1268,1249,608,641
321605,gm. Sławoborze,zachodniopomorskie,3356,1329,1304,537,767
321606,gm. Świdwin,zachodniopomorskie,4895,2032,2006,916,1090
321701,m. Wałcz,zachodniopomorskie,20232,10802,10613,3915,6698
321702,gm. Człopa,zachodniopomorskie,4054,1745,1722,674,1048
321703,gm. Mirosławiec,zachodniopomorskie,4220,1852,1824,668,1156
321704,gm. Tuczno,zachodniopomorskie,4038,1670,1656,632,1024
321705,gm. Wałcz,zachodniopomorskie,9829,4291,4199,1519,2680
321801,gm. Dobra,zachodniopomorskie,3545,1400,1381,597,784
321802,gm. Łobez,zachodniopomorskie,11115,5056,4966,1821,3145
321803,gm. Radowo Małe,zachodniopomorskie,2979,1177,1158,415,743
321804,gm. Resko,zachodniopomorskie,6321,2748,2684,1040,1644
321805,gm. Węgorzyno,zachodniopomorskie,5741,2381,2346,1064,1282
326101,m. Koszalin,zachodniopomorskie,85047,49275,48553,17802,30751
326201,m. Szczecin,zachodniopomorskie,307156,175704,172852,67821,105031
326301,m. Świnoujście,zachodniopomorskie,34069,17894,17618,6468,11150
