Code,Gmina,Voivodeship,registered_voters,ballots_cast,valid_votes,duda,komorowski
140203,gm. Glinojeck,mazowieckie,6367,2854,2808,1683,1125
140204,gm. Gołymin-Ośrodek,mazowieckie,3188,1548,1536,1186,350
140205,gm. Grudusk,mazowieckie,3018,1548,1516,1103,413
140206,gm. Ojrzeń,mazowieckie,3464,1720,1705,1192,513
140207,gm. Opinogóra Górna,mazowieckie,4769,2320,2277,1613,664
140208,gm. Regimin,mazowieckie,4045,1935,1916,1227,689
140209,gm. Sońsk,mazowieckie,6339,3179,3120,2088,1032
140301,m. Garwolin,mazowieckie,13330,8795,8657,5563,3094
140302,m. Łaskarzew,mazowieckie,3907,2393,2363,1642,721
140303,gm. Borowie,mazowieckie,4143,2468,2437,1917,520
140304,gm. Garwolin,mazowieckie,9825,6088,6015,4387,1628
140305,gm. Górzno,mazowieckie,5032,3222,3190,2616,574
140306,gm. Łaskarzew,mazowieckie,4300,2681,2652,2034,618
140307,gm. Maciejowice,mazowieckie,5858,3345,3324,2643,681
140308,gm. Miastków Kościelny,mazowieckie,3949,2406,2376,1832,544
140309,gm. Parysów,mazowieckie,3274,1844,1829,1547,282
140310,gm. Pilawa,mazowieckie,8402,5041,4959,3654,1305
140311,gm. Sobolew,mazowieckie,6405,3976,3935,3200,735
140312,gm. Trojanów,mazowieckie,5971,3624,3588,2963,625
140313,gm. Wilga,mazowieckie,4440,2535,2504,1550,954
140314,gm. Żelechów,mazowieckie,6658,4076,4022,3186,836
140401,m. Gostynin,mazowieckie,15533,8221,8084,4556,3528
140402,gm. Gostynin,mazowieckie,9945,5005,4945,3368,1577
140403,gm. Pacyna,mazowieckie,3105,1507,1491,1119,372
140404,gm. Sanniki,mazowieckie,5126,2534,2490,1808,682
140405,gm. Szczawin Kośc.,mazowieckie,4134,1958,1928,1354,574
140501,m. Milanówek,mazowieckie,12950,8777,8666,3846,4820
140502,m. Podkowa Leśna,mazowieckie,3229,2385,2344,884,1460
140503,gm. Baranów,mazowieckie,4017,2199,2172,1420,752
140504,gm. Grodzisk Mazowiecki,mazowieckie,33763,21720,21408,9923,11485
140505,gm. Jaktorów,mazowieckie,9092,5603,5504,2935,2569
140506,gm. Żabia Wola,mazowieckie,6354,3838,3789,2026,1763
140601,gm. Belsk Duży,mazowieckie,5345,3078,3030,1902,1128
140602,gm. Błędów,mazowieckie,6266,3475,3436,2305,1131
140603,gm. Chynów,mazowieckie,7920,4480,4381,2728,1653
140604,gm. Goszczyn,mazowieckie,2350,1425,1412,1093,319
140605,gm. Grójec,mazowieckie,19979,11637,11471,5774,5697
140606,gm. Jasieniec,mazowieckie,4296,2312,2284,1514,770
140607,gm. Mogielnica,mazowieckie,7400,4144,4094,2910,1184
140608,gm. Nowe Miasto nad Pilicą,mazowieckie,6900,4142,4092,2895,1197
140609,gm. Pniewy,mazowieckie,3823,2193,2168,1371,797
140611,gm. Warka,mazowieckie,15341,9119,8997,5770,3227
140701,gm. Garbatka-Letnisko,mazowieckie,4795,2672,2606,1766,840
140702,gm. Głowaczów,mazowieckie,6142,3445,3419,2762,657
140703,gm. Gniewoszów,mazowieckie,3353,1803,1784,1295,489
140704,gm. Grabów nad Pilicą,mazowieckie,3170,1820,1810,1417,393
140705,gm. Kozienice,mazowieckie,24704,14094,13872,9358,4514
140706,gm. Magnuszew,mazowieckie,5694,3275,3240,2389,851
140707,gm. Sieciechów,mazowieckie,3311,1697,1667,1230,437
140801,m. Legionowo,mazowieckie,40723,26243,25892,12462,13430
140802,gm. Jabłonna,mazowieckie,13033,8762,8635,3866,4769
140803,gm. Nieporęt,mazowieckie,10740,7296,7206,3543,3663
140804,gm. Serock,mazowieckie,11416,6612,6505,3427,3078
140805,gm. Wieliszew,mazowieckie,9993,6279,6179,3307,2872
140901,gm. Chotcza,mazowieckie,2028,830,823,543,280
140902,gm. Ciepielów,mazowieckie,4710,2282,2254,1604,650
140903,gm. Lipsko,mazowieckie,9574,4693,4634,2914,1720
140904,gm. Rzeczniów,mazowieckie,3769,1802,1784,1355,429
140905,gm. Sienno,mazowieckie,5018,2345,2325,1666,659
140906,gm. Solec nad Wisłą,mazowieckie,4416,2000,1983,1271,712
141001,gm. Huszlew,mazowieckie,2338,1244,1232,993,239
141002,gm. Łosice,mazowieckie,9114,4856,4780,3148,1632
141003,gm. Olszanka,mazowieckie,2480,1508,1495,1179,316
141004,gm. Platerów,mazowieckie,4090,2005,1979,1345,634
141005,gm. Sarnaki,mazowieckie,4242,2345,2319,1552,767
141006,gm. Stara Kornica,mazowieckie,3965,1994,1968,1542,426
141101,m. Maków Mazowiecki,mazowieckie,8046,4260,4219,2515,1704
141102,gm. Czerwonka,mazowieckie,2196,1210,1186,950,236
141103,gm. Karniewo,mazowieckie,4184,2221,2203,1668,535
141104,gm. Krasnosielc,mazowieckie,5196,2668,2639,1787,852
141105,gm. Młynarze,mazowieckie,1399,852,848,680,168
141106,gm. Płoniawy-Bramura,mazowieckie,4597,2280,2260,1657,603
141107,gm. Różan,mazowieckie,3703,2099,2078,1308,770
141108,gm. Rzewnie,mazowieckie,2250,1311,1295,936,359
141109,gm. Sypniewo,mazowieckie,2796,1557,1548,1181,367
141110,gm. Szelków,mazowieckie,2969,1648,1636,1206,430
141201,m. Mińsk Mazowiecki,mazowieckie,30702,19699,19364,9800,9564
141204,gm. Cegłów,mazowieckie,4930,2836,2782,1598,1184
141205,gm. Dębe Wielkie,mazowieckie,7486,4472,4395,2840,1555
141206,gm. Dobre,mazowieckie,4859,2719,2693,1860,833
141207,gm. Halinów,mazowieckie,11574,7445,7319,4290,3029
141208,gm. Jakubów,mazowieckie,4017,2289,2254,1593,661
141209,gm. Kałuszyn,mazowieckie,4717,2624,2594,1811,783
141210,gm. Latowicz,mazowieckie,4226,2132,2112,1586,526
141211,gm. Mińsk Mazowiecki,mazowieckie,11276,6899,6789,4263,2526
141212,gm. Mrozy,mazowieckie,7191,3838,3784,2414,1370
141213,gm. Siennica,mazowieckie,5722,3243,3172,2018,1154
141214,gm. Stanisławów,mazowieckie,5330,3196,3144,2303,841
141215,m. Sulejówek,mazowieckie,15271,10247,10122,5421,4701
141301,m. Mława,mazowieckie,24304,13344,13190,7050,6140
141302,gm. Dzierzgowo,mazowieckie,2615,1273,1263,933,330
141303,gm. Lipowiec Kościelny,mazowieckie,3921,1933,1914,1253,661
141304,gm. Radzanów,mazowieckie,2806,1344,1325,905,420
141305,gm. Strzegowo,mazowieckie,6333,2909,2879,1960,919
141306,gm. Stupsk,mazowieckie,4008,2015,1984,1361,623
141307,gm. Szreńsk,mazowieckie,3444,1689,1674,1224,450
141308,gm. Szydłowo,mazowieckie,3698,1847,1828,1180,648
141309,gm. Wieczfnia Kościelna,mazowieckie,3209,1601,1592,1184,408
141310,gm. Wiśniewo,mazowieckie,4188,2089,2063,1370,693
141401,m. Nowy Dwór Mazowiecki,mazowieckie,22088,12765,12564,5771,6793
141402,gm. Czosnów,mazowieckie,8175,5064,4997,2610,2387
141403,gm. Leoncin,mazowieckie,4542,2639,2596,1681,915
141404,gm. Nasielsk,mazowieckie,15703,8126,8034,5106,2928
141405,gm. Pomiechówek,mazowieckie,7354,4434,4366,2461,1905
141406,gm. Zakroczym,mazowieckie,5148,2470,2424,1447,977
141501,gm. Baranowo,mazowieckie,5380,2564,2549,1594,955
141502,gm. Czarnia,mazowieckie,2008,933,922,659,263
141503,gm. Czerwin,mazowieckie,4186,2200,2184,1758,426
141504,gm. Goworowo,mazowieckie,6962,3338,3303,2411,892
141505,gm. Kadzidło,mazowieckie,8755,4387,4339,3141,1198
141506,gm. Lelis,mazowieckie,7118,4059,4000,3019,981
141507,gm. Łyse,mazowieckie,6518,2963,2928,1880,1048
141508,gm. Myszyniec,mazowieckie,8264,4250,4207,3064,1143
141509,gm. Olszewo-Borki,mazowieckie,7946,4388,4323,3124,1199
141510,gm. Rzekuń,mazowieckie,8660,4786,4738,3182,1556
141511,gm. Troszyn,mazowieckie,3909,2101,2084,1624,460
141601,m. Ostrów Mazowiecka,mazowieckie,18259,10057,9940,6108,3832
141602,gm. Andrzejewo,mazowieckie,3514,2051,2033,1793,240
141603,gm. Boguty-Pianki,mazowieckie,2201,1281,1264,1071,193
141604,gm. Brok,mazowieckie,2403,1401,1390,897,493
141605,gm. Małkinia Górna,mazowieckie,9637,5445,5396,4013,1383
141606,gm. Nur,mazowieckie,2501,1478,1465,1187,278
141607,gm. Ostrów Mazowiecka,mazowieckie,10043,5236,5188,3834,1354
141608,gm. Stary Lubotyń,mazowieckie,3013,1699,1677,1393,284
141609,gm. Szulborze Wielkie,mazowieckie,1478,840,828,616,212
141610,gm. Wąsewo,mazowieckie,3609,1931,1910,1418,492
141611,gm. Zaręby Kościelne,mazowieckie,3042,1713,1689,1373,316
141701,m. Józefów,mazowieckie,14813,10273,10137,4875,5262
141702,m. Otwock,mazowieckie,36040,23183,22801,12040,10761
141703,gm. Celestynów,mazowieckie,9209,6247,6162,4056,2106
141704,gm. Karczew,mazowieckie,12725,8196,8110,4964,3146
141705,gm. Kołbiel,mazowieckie,6535,3957,3908,2735,1173
141706,gm. Osieck,mazowieckie,2891,1812,1789,1386,403
141707,gm. Sobienie-Jeziory,mazowieckie,5146,3041,2995,1954,1041
141708,gm. Wiązowna,mazowieckie,9214,6276,6188,3507,2681
141801,gm. Góra Kalwaria,mazowieckie,20511,12195,12033,6417,5616
141802,gm. Konstancin-Jeziorna,mazowieckie,20405,13244,13058,6024,7034
141803,gm. Lesznowola,mazowieckie,16820,11651,11471,4844,6627
141804,gm. Piaseczno,mazowieckie,56311,38461,37928,15701,22227
141805,gm. Prażmów,mazowieckie,7980,4894,4829,2598,2231
141806,gm. Tarczyn,mazowieckie,8905,5514,5438,3352,2086
141901,gm. Bielsk,mazowieckie,7154,3666,3634,2689,945
141902,gm. Bodzanów,mazowieckie,6703,3388,3354,2290,1064
141903,gm. Brudzeń Duży,mazowieckie,6456,3105,3061,2216,845
141904,gm. Bulkowo,mazowieckie,4647,2311,2288,1651,637
141905,gm. Drobin,mazowieckie,6450,2741,2710,1831,879
141906,gm. Gąbin,mazowieckie,9028,4801,4735,3307,1428
141907,gm. Łąck,mazowieckie,4298,2259,2215,1458,757
141908,gm. Mała Wieś,mazowieckie,5049,2446,2405,1626,779
141909,gm. Nowy Duninów,mazowieckie,3270,1675,1659,1098,561
141910,gm. Radzanowo,mazowieckie,6440,3353,3321,2119,1202
141911,gm. Słubice,mazowieckie,3670,1852,1833,1408,425
141912,gm. Słupno,mazowieckie,5568,3367,3311,1753,1558
141913,gm. Stara Biała,mazowieckie,8717,4791,4704,3095,1609
141914,gm. Staroźreby,mazowieckie,5896,2793,2752,1930,822
141915,gm. Wyszogród,mazowieckie,4724,2098,2067,1245,822
142001,m. Płońsk,mazowieckie,17803,9832,9695,5036,4659
142002,m. Raciąż,mazowieckie,3703,1887,1852,1179,673
142003,gm. Baboszewo,mazowieckie,6376,3070,3041,2105,936
142004,gm. Czerwińsk nad Wisłą,mazowieckie,6284,2461,2441,1656,785
142005,gm. Dzierzążnia,mazowieckie,3102,1465,1445,1012,433
142006,gm. Joniec,mazowieckie,2269,1201,1190,727,463
142007,gm. Naruszewo,mazowieckie,5193,2224,2204,1494,710
142008,gm. Nowe Miasto,mazowieckie,3890,1956,1938,1239,699
142009,gm. Płońsk,mazowieckie,6091,2893,2864,1773,1091
142010,gm. Raciąż,mazowieckie,7121,3234,3182,2424,758
142011,gm. Sochocin,mazowieckie,4860,2414,2392,1541,851
142012,gm. Załuski,mazowieckie,4522,2061,2035,1358,677
142101,m. Piastów,mazowieckie,18159,12138,11952,6088,5864
142102,m. Pruszków,mazowieckie,46330,30210,29768,13628,16140
142103,gm. Brwinów,mazowieckie,19461,13053,12859,5802,7057
142104,gm. Michałowice,mazowieckie,13165,9666,9539,3961,5578
142105,gm. Nadarzyn,mazowieckie,9776,6421,6335,2881,3454
142106,gm. Raszyn,mazowieckie,16613,11154,10996,6061,4935
142201,m. Przasnysz,mazowieckie,13732,7681,7584,4480,3104
142202,gm. Chorzele,mazowieckie,7979,3817,3775,2581,1194
142203,gm. Czernice Borowe,mazowieckie,3126,1598,1581,1206,375
142204,gm. Jednorożec,mazowieckie,5636,2576,2547,1615,932
142205,gm. Krasne,mazowieckie,3077,1398,1387,988,399
142206,gm. Krzynowłoga Mała,mazowieckie,2861,1530,1516,1286,230
142207,gm. Przasnysz,mazowieckie,5795,2969,2934,2269,665
142301,gm. Borkowice,mazowieckie,3658,1891,1848,1241,607
142302,gm. Gielniów,mazowieckie,3876,2214,2181,1709,472
142303,gm. Klwów,mazowieckie,2851,1814,1801,1429,372
142304,gm. Odrzywół,mazowieckie,3340,2116,2099,1807,292
142305,gm. Potworów,mazowieckie,3379,1822,1790,1408,382
142306,gm. Przysucha,mazowieckie,10226,5859,5776,4034,1742
142307,gm. Rusinów,mazowieckie,3564,2128,2101,1734,367
142308,gm. Wieniawa,mazowieckie,4412,2414,2370,1839,531
142401,gm. Gzy,mazowieckie,3184,1619,1594,1171,423
142402,gm. Obryte,mazowieckie,4009,2423,2373,1764,609
142403,gm. Pokrzywnica,mazowieckie,3949,1949,1932,1355,577
142404,gm. Pułtusk,mazowieckie,19044,10454,10284,6069,4215
142405,gm. Świercze,mazowieckie,3831,1854,1831,1176,655
142406,gm. Winnica,mazowieckie,3233,1853,1832,1179,653
142407,gm. Zatory,mazowieckie,3893,2231,2205,1642,563
142501,m. Pionki,mazowieckie,15601,8213,8079,4577,3502
142502,gm. Gózd,mazowieckie,6676,3989,3958,3253,705
142503,gm. Iłża,mazowieckie,12471,6021,5944,4058,1886
142504,gm. Jastrzębia,mazowieckie,5427,2979,2956,2171,785
142505,gm. Jedlińsk,mazowieckie,10787,6041,5956,4451,1505
142506,gm. Jedlnia-Letnisko,mazowieckie,9858,5936,5863,4110,1753
142507,gm. Kowala,mazowieckie,9050,5452,5396,3882,1514
142508,gm. Pionki,mazowieckie,8138,4231,4186,3046,1140
142509,gm. Przytyk,mazowieckie,5637,3169,3147,2509,638
142510,gm. Skaryszew,mazowieckie,11038,6503,6455,5080,1375
142511,gm. Wierzbica,mazowieckie,7894,4132,4081,3089,992
142512,gm. Wolanów,mazowieckie,6704,3797,3738,2803,935
142513,gm. Zakrzew,mazowieckie,9618,5913,5852,4498,1354
142601,gm. Domanice,mazowieckie,2109,1259,1256,1047,209
142602,gm. Korczew,mazowieckie,2365,1206,1185,781,404
142603,gm. Kotuń,mazowieckie,6854,3708,3658,2552,1106
142604,gm. Mokobody,mazowieckie,4112,2330,2307,1843,464
142605,gm. Mordy,mazowieckie,4951,2586,2552,1856,696
142606,gm. Paprotnia,mazowieckie,2199,1382,1375,1181,194
142607,gm. Przesmyki,mazowieckie,2814,1474,1450,1118,332
142608,gm. Siedlce,mazowieckie,13550,7954,7842,5516,2326
142609,gm. Skórzec,mazowieckie,5958,3370,3338,2676,662
142610,gm. Suchożebry,mazowieckie,3792,2061,2037,1495,542
142611,gm. Wiśniew,mazowieckie,4569,2903,2884,2451,433
142612,gm. Wodynie,mazowieckie,3700,2032,2015,1621,394
142613,gm. Zbuczyn,mazowieckie,7892,5063,5017,4187,830
142701,m. Sierpc,mazowieckie,14900,7868,7792,4391,3401
142702,gm. Gozdowo,mazowieckie,4746,2226,2198,1552,646
142703,gm. Mochowo,mazowieckie,4889,2241,2220,1620,600
142704,gm. Rościszewo,mazowieckie,3433,1742,1727,1341,386
142705,gm. Sierpc,mazowieckie,5541,2589,2566,1758,808
142706,gm. Szczutowo,mazowieckie,3558,1591,1582,1113,469
142707,gm. Zawidz,mazowieckie,5480,2767,2736,1855,881
142801,m. Sochaczew,mazowieckie,29917,16682,16470,8490,7980
142802,gm. Brochów,mazowieckie,3558,1831,1812,1218,594
142803,gm. Iłów,mazowieckie,4958,2745,2717,2014,703
142804,gm. Młodzieszyn,mazowieckie,4487,2247,2217,1622,595
142805,gm. Nowa Sucha,mazowieckie,5165,2858,2827,1906,921
142806,gm. Rybno,mazowieckie,2770,1499,1481,1099,382
142807,gm. Sochaczew,mazowieckie,7987,4413,4346,2776,1570
142808,gm. Teresin,mazowieckie,8997,5345,5289,3344,1945
142901,m. Sokołów Podlaski,mazowieckie,15253,9218,9087,5679,3408
142902,gm. Bielany,mazowieckie,3024,1901,1885,1624,261
142903,gm. Ceranów,mazowieckie,1971,1112,1103,870,233
142904,gm. Jabłonna Lacka,mazowieckie,3960,2267,2235,1718,517
142905,gm. Kosów Lacki,mazowieckie,5231,2960,2938,2164,774
142906,gm. Repki,mazowieckie,4542,2641,2628,1989,639
142907,gm. Sabnie,mazowieckie,3197,1849,1835,1306,529
142908,gm. Sokołów Podlaski,mazowieckie,4948,2851,2811,2125,686
142909,gm. Sterdyń,mazowieckie,3572,1974,1961,1386,575
143001,gm. Chlewiska,mazowieckie,5200,2378,2327,1777,550
143002,gm. Jastrząb,mazowieckie,4178,2159,2123,1653,470
143003,gm. Mirów,mazowieckie,3019,1637,1620,1362,258
143004,gm. Orońsko,mazowieckie,4662,2554,2532,1854,678
143005,gm. Szydłowiec,mazowieckie,15166,8159,8038,5542,2496
143201,gm. Błonie,mazowieckie,16528,10128,9992,5179,4813
143202,gm. Izabelin,mazowieckie,8198,5830,5769,2824,2945
143203,gm. Kampinos,mazowieckie,3491,2135,2103,1266,837
143204,gm. Leszno,mazowieckie,7674,4635,4580,2302,2278
143205,gm. Łomianki,mazowieckie,18932,13545,13404,5875,7529
143206,gm. Ożarów Mazowiecki,mazowieckie,17607,11179,11026,5918,5108
143207,gm. Stare Babice,mazowieckie,13298,8934,8847,4181,4666
143301,m. Węgrów,mazowieckie,10383,6160,6088,3274,2814
143302,gm. Grębków,mazowieckie,3637,1888,1865,1405,460
143303,gm. Korytnica,mazowieckie,5214,2960,2930,2268,662
143304,gm. Liw,mazowieckie,6140,3498,3463,2331,1132
143305,gm. Łochów,mazowieckie,14274,8212,8111,5741,2370
143306,gm. Miedzna,mazowieckie,3350,2008,1986,1470,516
143307,gm. Sadowne,mazowieckie,4966,2730,2701,1906,795
143308,gm. Stoczek,mazowieckie,4189,2304,2285,1664,621
143309,gm. Wierzbno,mazowieckie,2423,1317,1298,955,343
143401,m. Kobyłka,mazowieckie,16366,10896,10757,6228,4529
143402,m. Marki,mazowieckie,21693,13419,13246,7208,6038
143403,m. Ząbki,mazowieckie,23288,15620,15384,8235,7149
143404,m. Zielonka,mazowieckie,13499,9184,9042,4844,4198
143405,gm. Dąbrówka,mazowieckie,6076,3868,3829,2975,854
143406,gm. Jadów,mazowieckie,6300,3419,3381,2123,1258
143407,gm. Klembów,mazowieckie,7422,4476,4404,3059,1345
143408,gm. Poświętne,mazowieckie,4814,2814,2778,2246,532
143409,gm. Radzymin,mazowieckie,18772,11808,11667,7691,3976
143410,gm. Strachówka,mazowieckie,2389,1237,1215,842,373
143411,gm. Tłuszcz,mazowieckie,15271,8996,8878,6158,2720
143412,gm. Wołomin,mazowieckie,40151,25500,25128,14660,10468
143501,gm. Brańszczyk,mazowieckie,6774,3797,3774,2614,1160
143502,gm. Długosiodło,mazowieckie,6173,3278,3242,2256,986
143503,gm. Rząśnik,mazowieckie,5490,3399,3363,2644,719
143504,gm. Somianka,mazowieckie,4673,2743,2685,1769,916
143505,gm. Wyszków,mazowieckie,30786,18309,18082,11274,6808
143506,gm. Zabrodzie,mazowieckie,4625,2650,2615,1929,686
143601,gm. Kazanów,mazowieckie,3681,2015,1989,1503,486
143602,gm. Policzna,mazowieckie,4874,2378,2346,1788,558
143603,gm. Przyłęk,mazowieckie,5075,2509,2487,1947,540
143604,gm. Tczów,mazowieckie,3811,2031,2017,1645,372
143605,gm. Zwoleń,mazowieckie,12329,6818,6705,4761,1944
143701,gm. Bieżuń,mazowieckie,4151,1968,1944,1320,624
143702,gm. Kuczbork-Osada,mazowieckie,3933,1807,1787,1022,765
143703,gm. Lubowidz,mazowieckie,5732,2750,2719,1681,1038
143704,gm. Lutocin,mazowieckie,3635,1732,1720,1270,450
143705,gm. Siemiątkowo,mazowieckie,2865,1292,1276,964,312
143706,gm. Żuromin,mazowieckie,11960,6081,6012,3232,2780
143801,m. Żyrardów,mazowieckie,31632,18646,18389,8842,9547
143802,gm. Mszczonów,mazowieckie,9106,5120,5055,3214,1841
143803,gm. Puszcza Mariańska,mazowieckie,6877,3766,3704,2179,1525
143804,gm. Radziejowice,mazowieckie,4357,2619,2577,1425,1152
143805,gm. Wiskitki,mazowieckie,7828,4252,4190,2849,1341
146101,m. Ostrołęka,mazowieckie,41639,23788,23467,14096,9371
146201,m. Płock,mazowieckie,98157,56732,55939,29128,26811
146301,m. Radom,mazowieckie,169861,100500,99050,54225,44825
146401,m. Siedlce,mazowieckie,61223,37158,36590,21357,15233
146502,Bemowo,mazowieckie,92421,65504,64462,24001,40461
146503,Białołęka,mazowieckie,77961,54692,53796,21088,32708
146504,Bielany,mazowieckie,105604,72634,71512,31196,40316
146505,Mokotów,mazowieckie,176469,121039,119056,43381,75675
146506,Ochota,mazowieckie,67337,45492,44839,17599,27240
146507,Praga-Południe,mazowieckie,143095,97097,95611,39843,55768
146508,Praga-Północ,mazowieckie,52335,30896,30386,14740,15646
146509,Rembertów,mazowieckie,18085,12218,11971,5325,6646
146510,Śródmieście,mazowieckie,95970,64350,63364,25225,38139
146511,Targówek,mazowieckie,97191,63487,62617,29390,33227
146512,Ursus,mazowieckie,42300,28818,28370,12968,15402
146513,Ursynów,mazowieckie,114169,84606,83185,28409,54776
146514,Wawer,mazowieckie,56415,40013,39562,18099,21463
146515,Wesoła,mazowieckie,17631,12959,12749,5557,7192
146516,Wilanów,mazowieckie,21916,16730,16543,5078,11465
146517,Włochy,mazowieckie,30602,21036,20711,8861,11850
146518,Wola,mazowieckie,111025,71199,70025,30278,39747
146519,Żoliborz,mazowieckie,39986,28450,28019,10826,17193
149901,Zagranica,mazowieckie,257062,132380,158407,88607,69800
160101,m. Brzeg,opolskie,29385,15204,14973,7273,7700
160102,gm. Skarbimierz,opolskie,5920,3132,3092,1705,1387
160103,gm. Grodków,opolskie,15561,7076,6995,3545,3450
160104,gm. Lewin Brzeski,opolskie,10470,4856,4771,2564,2207
160105,gm. Lubsza,opolskie,7205,3536,3481,1945,1536
160106,gm. Olszanka,opolskie,3988,2071,2044,1284,760
160201,gm. Baborów,opolskie,5088,2169,2140,1172,968
160202,gm. Branice,opolskie,5838,2597,2556,1443,1113
160203,gm. Głubczyce,opolskie,18577,9329,9212,5236,3976
160204,gm. Kietrz,opolskie,9043,4484,4436,2426,2010
160301,m. Kędzierzyn-Koźle,opolskie,49074,24801,24327,9196,15131
160302,gm. Bierawa,opolskie,6231,2589,2538,948,1590
160303,gm. Cisek,opolskie,4662,1785,1761,557,1204
160304,gm. Pawłowiczki,opolskie,6379,2532,2495,953,1542
160305,gm. Polska Cerekiew,opolskie,3557,1494,1478,420,1058
160306,gm. Reńska Wieś,opolskie,6738,2537,2509,897,1612
160401,gm. Byczyna,opolskie,7507,3545,3496,1705,1791
160402,gm. Kluczbork,opolskie,30142,14625,14401,6127,8274
160403,gm. Lasowice Wielkie,opolskie,5813,2019,1994,621,1373
160404,gm. Wołczyn,opolskie,11017,5172,5112,2721,2391
160501,gm. Gogolin,opolskie,10165,3866,3817,1253,2564
160502,gm. Krapkowice,opolskie,18887,8316,8166,2823,5343
160503,gm. Strzeleczki,opolskie,6237,2377,2351,722,1629
160504,gm. Walce,opolskie,4663,1595,1568,415,1153
160505,gm. Zdzieszowice,opolskie,12473,5367,5249,1902,3347
160601,gm. Domaszowice,opolskie,2982,1684,1661,862,799
160602,gm. Namysłów,opolskie,20749,11009,10859,5262,5597
160603,gm. Pokój,opolskie,4326,1851,1821,667,1154
160604,gm. Świerczów,opolskie,2872,1445,1431,660,771
160605,gm. Wilków,opolskie,3593,1699,1671,793,878
160701,gm. Głuchołazy,opolskie,20767,9502,9345,4558,4787
160702,gm. Kamiennik,opolskie,2908,1320,1305,786,519
160703,gm. Korfantów,opolskie,7748,3107,3054,1664,1390
160704,gm. Łambinowice,opolskie,6137,2715,2676,1378,1298
160705,gm. Nysa,opolskie,47681,23868,23564,11072,12492
160706,gm. Otmuchów,opolskie,11311,5527,5427,3044,2383
160707,gm. Paczków,opolskie,10577,5052,4985,2682,2303
160708,gm. Pakosławice,opolskie,3022,1504,1483,858,625
160709,gm. Skoroszyce,opolskie,5082,2211,2171,1286,885
160801,gm. Dobrodzień,opolskie,8124,3077,3003,1071,1932
160802,gm. Gorzów Śląski,opolskie,5994,2407,2376,1043,1333
160803,gm. Olesno,opolskie,14819,6413,6302,2278,4024
160804,gm. Praszka,opolskie,11244,6221,6101,3121,2980
160805,gm. Radłów,opolskie,3542,1262,1247,449,798
160806,gm. Rudniki,opolskie,6815,3486,3423,1874,1549
160807,gm. Zębowice,opolskie,3045,1124,1105,509,596
160901,gm. Chrząstowice,opolskie,5493,2343,2314,656,1658
160902,gm. Dąbrowa,opolskie,7771,3671,3575,1285,2290
160903,gm. Dobrzeń Wielki,opolskie,11881,5212,5119,1607,3512
160904,gm. Komprachcice,opolskie,9015,4074,4028,1215,2813
160905,gm. Łubniany,opolskie,7855,3242,3202,785,2417
160906,gm. Murów,opolskie,4631,1689,1655,440,1215
160907,gm. Niemodlin,opolskie,10571,4931,4867,2421,2446
160908,gm. Ozimek,opolskie,16597,6783,6689,2383,4306
160909,gm. Popielów,opolskie,6644,2651,2610,921,1689
160910,gm. Prószków,opolskie,7875,3338,3279,1013,2266
160911,gm. Tarnów Opolski,opolskie,7774,3168,3123,1053,2070
160912,gm. Tułowice,opolskie,4257,2163,2135,985,1150
160913,gm. Turawa,opolskie,8030,3241,3191,936,2255
161001,gm. Biała,opolskie,8974,3474,3427,1086,2341
161002,gm. Głogówek,opolskie,10941,4602,4556,1778,2778
161003,gm. Lubrza,opolskie,3508,1829,1802,999,803
161004,gm. Prudnik,opolskie,22259,11305,11153,6193,4960
161101,gm. Izbicko,opolskie,4435,1823,1793,530,1263
161102,gm. Jemielnica,opolskie,5961,2116,2066,874,1192
161103,gm. Kolonowskie,opolskie,4983,1825,1791,659,1132
161104,gm. Leśnica,opolskie,6451,2663,2628,1016,1612
161105,gm. Strzelce Opolskie,opolskie,26341,12051,11886,4060,7826
161106,gm. Ujazd,opolskie,5118,2152,2105,852,1253
161107,gm. Zawadzkie,opolskie,9757,3821,3758,1904,1854
166101,m. Opole,opolskie,95232,55134,54191,18124,36067
180103,gm. Czarna,podkarpackie,1942,892,879,536,343
180105,gm. Lutowiska,podkarpackie,1815,851,838,435,403
180108,gm. Ustrzyki Dolne,podkarpackie,14245,6633,6565,3891,2674
180201,gm. Brzozów,podkarpackie,21289,11662,11574,9021,2553
180202,gm. Domaradz,podkarpackie,4848,2752,2730,2331,399
180203,gm. Dydnia,podkarpackie,6492,3238,3208,2669,539
180204,gm. Haczów,podkarpackie,7380,4175,4135,3274,861
180205,gm. Jasienica Rosielna,podkarpackie,5995,3995,3962,3477,485
180206,gm. Nozdrzec,podkarpackie,6770,3534,3488,2565,923
180301,m. Dębica,podkarpackie,37579,21756,21489,13663,7826
180302,gm. Brzostek,podkarpackie,10362,5604,5485,4686,799
180303,gm. Czarna,podkarpackie,10134,5808,5731,4435,1296
180304,gm. Dębica,podkarpackie,19541,11208,11099,8495,2604
180305,gm. Jodłowa,podkarpackie,4316,2192,2169,1799,370
180306,gm. Pilzno,podkarpackie,14097,8414,8342,6832,1510
180307,gm. Żyraków,podkarpackie,10919,6411,6346,5015,1331
180401,m. Jarosław,podkarpackie,31348,17192,16993,10611,6382
180402,m. Radymno,podkarpackie,4434,2429,2412,1762,650
180403,gm. Chłopice,podkarpackie,4557,2408,2380,1864,516
