Kod TERYT,Gmina,Powiat,Województwo,registered_voters,ballots_cast,valid_votes,biedroń,bosak,duda,hołownia,jakubiak,kosiniak-kamysz,piotrowski,tanajno,trzaskowksi,witkowski,żółtek
143410,gm. Strachówka,wołomiński,mazowieckie,2290,1388,1388,18,55,943,136,2,36,1,3,193,0,1
143411,gm. Tłuszcz,wołomiński,mazowieckie,15539,10374,10389,146,612,6235,1317,16,223,6,15,1790,10,19
143412,gm. Wołomin,wołomiński,mazowieckie,39337,27791,27890,542,2040,13250,3885,67,522,53,58,7370,22,81
143501,gm. Brańszczyk,wyszkowski,mazowieckie,6823,4272,4295,42,324,2810,377,8,129,3,4,591,3,4
143502,gm. Długosiodło,wyszkowski,mazowieckie,6190,3792,3802,40,239,2435,382,5,145,4,0,547,0,5
143503,gm. Rząśnik,wyszkowski,mazowieckie,5539,3694,3701,38,271,2606,286,5,127,5,4,355,0,4
143504,gm. Somianka,wyszkowski,mazowieckie,4710,3207,3206,31,200,2044,260,4,167,1,2,495,0,2
143505,gm. Wyszków,wyszkowski,mazowieckie,30815,20373,20386,294,1854,10407,2583,39,453,27,32,4633,18,46
143506,gm. Zabrodzie,wyszkowski,mazowieckie,4717,3092,3123,29,174,2001,349,3,76,4,1,475,2,9
143601,gm. Kazanów,zwoleński,mazowieckie,3658,2293,2295,31,127,1667,179,0,82,1,2,202,0,4
143602,gm. Policzna,zwoleński,mazowieckie,4613,2660,2699,32,169,1817,236,7,109,3,0,322,1,3
143603,gm. Przyłęk,zwoleński,mazowieckie,4940,2860,2856,39,151,2079,198,7,93,2,0,283,0,4
143604,gm. Tczów,zwoleński,mazowieckie,3851,2374,2393,18,133,1770,169,4,123,5,3,165,2,1
143605,gm. Zwoleń,zwoleński,mazowieckie,12026,7426,7504,118,485,4611,707,11,235,9,7,1296,11,14
143701,gm. Bieżuń,żuromiński,mazowieckie,3935,2282,2314,38,105,1529,180,4,110,1,1,344,1,1
143702,gm. Kuczbork-Osada,żuromiński,mazowieckie,3745,2161,2158,31,121,1265,249,3,132,3,4,343,3,4
143703,gm. Lubowidz,żuromiński,mazowieckie,5468,3188,3176,56,125,1927,355,8,112,2,4,577,5,5
143704,gm. Lutocin,żuromiński,mazowieckie,3535,1935,1939,15,86,1344,174,1,86,1,0,228,2,2
143705,gm. Siemiątkowo,żuromiński,mazowieckie,2824,1574,1579,19,58,1168,100,5,101,0,2,125,0,1
143706,gm. Żuromin,żuromiński,mazowieckie,11440,7016,7034,118,319,3523,854,10,323,8,3,1854,4,18
143801,m. Żyrardów,żyrardowski,mazowieckie,29896,20221,20299,457,1227,8411,2799,51,377,21,35,6834,27,60
143802,gm. Mszczonów,żyrardowski,mazowieckie,8994,5854,5851,99,420,3217,719,16,142,7,4,1211,4,12
143803,gm. Puszcza Mariańska,żyrardowski,mazowieckie,6910,4379,4386,73,284,2355,581,7,99,4,11,946,6,20
143804,gm. Radziejowice,żyrardowski,mazowieckie,4581,3204,3220,55,186,1501,432,13,86,4,3,922,5,13
143805,gm. Wiskitki,żyrardowski,mazowieckie,7907,4954,4992,83,360,2877,599,15,131,10,9,890,5,13
146101,m. Ostrołęka,Ostrołęka,mazowieckie,39716,25240,25334,420,2039,12330,3452,55,541,29,39,6337,26,66
146201,m. Płock,Płock,mazowieckie,91792,60030,60135,1330,3646,24639,7504,110,1445,57,78,21115,101,110
146301,m. Radom,Radom,mazowieckie,158298,103896,104413,1969,7899,49401,12113,188,1942,104,158,30263,162,214
146401,m. Siedlce,Siedlce,mazowieckie,58736,39744,39931,763,3415,19332,4676,88,1080,71,58,10268,59,121
146502,Bemowo,Warszawa,mazowieckie,96138,71059,71786,2183,4100,17640,10162,142,1395,72,118,35584,186,204
146503,Białołęka,Warszawa,mazowieckie,92116,70532,71195,2046,4644,16991,11822,231,1420,69,134,33447,176,215
146504,Bielany,Warszawa,mazowieckie,102830,75852,76631,2582,4422,22856,9921,171,1251,84,120,34788,195,241
146505,Mokotów,Warszawa,mazowieckie,175257,126863,127971,5336,6385,30714,16405,260,2327,164,219,65341,435,385
146506,Ochota,Warszawa,mazowieckie,64457,46120,46695,1996,2572,12112,6050,108,808,49,81,22598,162,159
146507,Praga-Południe,Warszawa,mazowieckie,144591,105471,106168,3865,5882,29633,14146,243,1861,110,185,49647,315,281
146508,Praga-Północ,Warszawa,mazowieckie,48183,32409,32569,1469,1820,11262,4287,72,548,33,60,12834,100,84
146509,Rembertów,Warszawa,mazowieckie,18044,13544,13665,402,826,4313,1846,38,265,20,26,5841,40,48
146510,Śródmieście,Warszawa,mazowieckie,87912,61031,61798,2905,2834,16923,6859,141,919,53,82,30670,237,175
146511,Targówek,Warszawa,mazowieckie,95583,67501,67885,1857,3898,23214,9166,181,1134,85,89,27953,136,172
146512,Ursus,Warszawa,mazowieckie,44715,33404,33680,955,2153,10525,4977,114,626,47,64,14042,83,94
146513,Ursynów,Warszawa,mazowieckie,113641,89952,90851,3056,4687,19760,12088,180,1660,117,171,48623,270,239
146514,Wawer,Warszawa,mazowieckie,58716,45172,45772,1054,2637,14525,6316,108,842,60,69,19937,105,119
146515,Wesoła,Warszawa,mazowieckie,18739,14572,14726,363,912,4343,2047,45,297,22,25,6589,35,48
146516,Wilanów,Warszawa,mazowieckie,29384,23784,24020,638,1108,4151,3285,55,419,17,36,14213,47,51
146517,Włochy,Warszawa,mazowieckie,33260,25136,25388,863,1771,6920,3697,50,449,47,44,11373,83,91
146518,Wola,Warszawa,mazowieckie,113762,79608,80384,3043,4962,21944,11226,218,1412,78,178,36803,245,275
146519,Żoliborz,Warszawa,mazowieckie,41601,31720,32197,1317,1567,7592,4196,84,562,27,56,16593,123,80
149801,statki,statki,mazowieckie,379,369,369,15,72,50,65,6,17,0,1,140,1,2
149901,zagranica,zagranica,mazowieckie,374372,26884,311124,14316,27316,64904,48775,598,3274,224,564,149735,942,476
160101,m. Brzeg,brzeski,opolskie,27158,16648,16766,386,1086,6877,2400,30,310,18,16,5581,22,40
160102,gm. Skarbimierz,brzeski,opolskie,6212,4075,4092,57,306,1938,692,13,96,4,12,962,2,10
160103,gm. Grodków,brzeski,opolskie,14943,8377,8415,159,446,4093,951,12,235,12,12,2469,10,16
160104,gm. Lewin Brzeski,brzeski,opolskie,10042,5615,5656,105,425,2641,736,14,167,4,17,1523,14,10
160105,gm. Lubsza,brzeski,opolskie,7050,4184,4165,56,264,2112,644,11,94,2,5,970,3,4
160106,gm. Olszanka,brzeski,opolskie,3878,2437,2441,37,177,1371,321,2,71,1,4,448,3,6
160201,gm. Baborów,głubczycki,opolskie,4875,2468,2467,32,156,1348,288,3,48,5,2,569,2,14
160202,gm. Branice,głubczycki,opolskie,5434,3002,2989,47,163,1763,263,6,69,11,9,646,3,9
160203,gm. Głubczyce,głubczycki,opolskie,17576,10252,10308,160,544,5578,1013,20,208,12,12,2738,9,14
160204,gm. Kietrz,głubczycki,opolskie,8504,4776,4811,80,415,2524,488,6,94,3,8,1182,5,6
160301,m. Kędzierzyn-Koźle,kędzierzyńsko-kozielski,opolskie,45202,26601,26746,640,1608,8887,4844,40,458,30,30,10091,46,72
160302,gm. Bierawa,kędzierzyńsko-kozielski,opolskie,6099,3004,3037,40,291,1159,630,7,59,3,4,834,4,6
160303,gm. Cisek,kędzierzyńsko-kozielski,opolskie,4488,2061,2063,29,112,881,438,0,58,4,2,536,2,1
160304,gm. Pawłowiczki,kędzierzyńsko-kozielski,opolskie,6040,2680,2667,44,143,1191,453,6,69,1,3,747,5,5
160305,gm. Polska Cerekiew,kędzierzyńsko-kozielski,opolskie,3362,1545,1560,27,125,625,296,3,46,1,2,432,0,3
160306,gm. Reńska Wieś,kędzierzyńsko-kozielski,opolskie,6608,3117,3138,36,187,1133,775,8,81,4,6,897,5,6
160401,gm. Byczyna,kluczborski,opolskie,7270,3929,3927,58,253,1932,534,11,136,3,7,979,3,11
160402,gm. Kluczbork,kluczborski,opolskie,28420,16155,16252,272,1032,6224,2378,27,366,17,27,5845,26,38
160403,gm. Lasowice Wielkie,kluczborski,opolskie,5520,2361,2355,28,171,960,464,2,108,5,3,607,4,3
160404,gm. Wołczyn,kluczborski,opolskie,10296,5643,5700,73,354,2968,743,11,139,5,3,1383,8,13
160501,gm. Gogolin,krapkowicki,opolskie,9882,4713,4761,70,320,1539,1242,6,93,4,6,1465,1,15
160502,gm. Krapkowice,krapkowicki,opolskie,17805,9417,9471,184,584,3256,1963,12,205,14,11,3219,8,15
160503,gm. Strzeleczki,krapkowicki,opolskie,5878,2693,2703,40,168,1092,683,4,101,6,0,600,4,5
160504,gm. Walce,krapkowicki,opolskie,4453,2021,2037,28,142,779,546,5,52,5,2,469,4,5
160505,gm. Zdzieszowice,krapkowicki,opolskie,11711,5995,6029,105,460,2043,1178,7,135,3,8,2068,11,11
160601,gm. Domaszowice,namysłowski,opolskie,2870,1845,1844,47,100,952,292,3,68,1,1,373,3,4
160602,gm. Namysłów,namysłowski,opolskie,20426,12654,12695,234,847,5819,1675,25,293,13,17,3739,14,19
160603,gm. Pokój,namysłowski,opolskie,4189,2206,2232,33,114,906,352,4,98,4,0,718,0,3
160604,gm. Świerczów,namysłowski,opolskie,2783,1628,1630,27,113,819,239,1,47,1,2,378,1,2
160605,gm. Wilków,namysłowski,opolskie,3491,1940,1940,27,130,1002,258,2,44,1,6,466,0,4
160701,gm. Głuchołazy,nyski,opolskie,19218,10635,10707,188,549,5116,1427,14,227,4,16,3140,10,16
160702,gm. Kamiennik,nyski,opolskie,2787,1512,1519,23,93,992,131,0,42,2,1,233,0,2
160703,gm. Korfantów,nyski,opolskie,7338,3669,3683,60,252,2210,447,3,102,6,5,585,4,9
160704,gm. Łambinowice,nyski,opolskie,5887,3263,3287,76,236,1718,470,3,99,4,6,668,3,4
160705,gm. Nysa,nyski,opolskie,45126,26535,26866,480,1463,11613,4026,42,453,15,31,8676,21,46
160706,gm. Otmuchów,nyski,opolskie,10835,6316,6327,82,318,3500,742,12,150,4,1,1497,3,18
160707,gm. Paczków,nyski,opolskie,9905,5531,5578,76,300,2975,723,9,99,3,8,1371,7,7
160708,gm. Pakosławice,nyski,opolskie,2902,1743,1749,35,69,1042,216,4,38,0,2,340,1,2
160709,gm. Skoroszyce,nyski,opolskie,4904,2724,2739,36,122,1625,292,2,87,1,4,563,0,7
160801,gm. Dobrodzień,oleski,opolskie,7863,3534,3554,32,241,1414,763,7,94,6,7,972,5,13
160802,gm. Gorzów Śląski,oleski,opolskie,5827,2738,2747,45,124,1419,444,3,100,7,7,584,7,7
160803,gm. Olesno,oleski,opolskie,14244,7309,7386,120,493,2711,1734,22,181,9,8,2086,6,16
160804,gm. Praszka,oleski,opolskie,10754,7102,7135,122,348,3344,1344,11,218,3,9,1715,6,15
160805,gm. Radłów,oleski,opolskie,3415,1536,1537,15,88,757,331,2,56,3,3,278,0,4
160806,gm. Rudniki,oleski,opolskie,6598,4110,4118,47,184,2260,649,7,141,2,2,813,4,9
160807,gm. Zębowice,oleski,opolskie,2914,1225,1233,16,80,544,283,1,31,3,2,264,2,7
160901,gm. Chrząstowice,opolski,opolskie,5591,2924,2957,46,166,856,678,3,63,1,8,1130,2,4
160902,gm. Dąbrowa,opolski,opolskie,6533,3787,3799,53,195,1417,660,1,110,1,12,1339,5,6
160903,gm. Dobrzeń Wielki,opolski,opolskie,7461,3914,3924,54,245,920,916,7,115,12,6,1632,3,14
160904,gm. Komprachcice,opolski,opolskie,7259,3853,3859,76,209,1221,764,4,82,4,12,1475,5,7
160905,gm. Łubniany,opolski,opolskie,7790,4066,4068,65,236,1235,818,2,118,7,2,1568,10,7
160906,gm. Murów,opolski,opolskie,4373,1941,1940,35,105,720,376,2,69,1,3,622,4,3
160907,gm. Niemodlin,opolski,opolskie,10243,5656,5704,99,419,2651,760,14,197,7,6,1533,8,10
160908,gm. Ozimek,opolski,opolskie,15456,7791,7793,139,423,2814,1504,11,230,8,16,2620,12,16
160909,gm. Popielów,opolski,opolskie,6416,3213,3222,44,174,1204,679,4,90,6,7,999,7,8
160910,gm. Prószków,opolski,opolskie,7178,3816,3825,52,216,1376,842,4,97,8,4,1212,2,12
160911,gm. Tarnów Opolski,opolski,opolskie,7586,4045,4061,61,247,1324,1061,4,105,1,9,1238,3,8
160912,gm. Tułowice,opolski,opolskie,4070,2397,2452,33,191,1112,327,5,84,3,5,685,2,5
160913,gm. Turawa,opolski,opolskie,8006,4152,4175,74,219,1285,886,9,161,4,6,1517,7,7
161001,gm. Biała,prudnicki,opolskie,8507,3854,3866,48,244,1776,759,7,94,8,8,910,5,7
161002,gm. Głogówek,prudnicki,opolskie,10433,5261,5303,58,368,2517,855,6,138,8,10,1329,4,10
161003,gm. Lubrza,prudnicki,opolskie,3462,2061,2068,29,126,1036,364,2,49,2,3,453,1,3
161004,gm. Prudnik,prudnicki,opolskie,20774,12135,12213,242,730,5977,1854,16,212,4,8,3136,11,23
161101,gm. Izbicko,strzelecki,opolskie,4289,2122,2130,24,128,748,514,3,37,2,3,664,0,7
161102,gm. Jemielnica,strzelecki,opolskie,5920,2646,2653,28,199,1229,551,2,47,1,3,585,4,4
161103,gm. Kolonowskie,strzelecki,opolskie,4784,2148,2156,27,120,835,494,0,51,4,4,615,2,4
161104,gm. Leśnica,strzelecki,opolskie,6105,3008,3034,47,210,1251,641,3,82,1,3,787,2,7
161105,gm. Strzelce Opolskie,strzelecki,opolskie,24694,13364,13404,281,742,4711,2646,30,278,21,11,4629,20,35
161106,gm. Ujazd,strzelecki,opolskie,5040,2537,2551,33,180,1169,538,3,54,1,7,558,1,7
161107,gm. Zawadzkie,strzelecki,opolskie,9143,4321,4372,47,361,2042,700,8,96,4,4,1099,4,7
166101,m. Opole,Opole,opolskie,98295,65341,65760,1730,4012,17474,10621,109,1321,52,113,30071,111,146
180103,gm. Czarna,bieszczadzki,podkarpackie,2024,1128,1136,18,92,634,109,0,29,1,0,247,3,3
180105,gm. Lutowiska,bieszczadzki,podkarpackie,2129,1352,1350,38,113,484,180,0,57,2,3,467,3,3
180108,gm. Ustrzyki Dolne,bieszczadzki,podkarpackie,14248,7848,7921,157,582,3935,1031,14,280,4,11,1876,11,20
180201,gm. Brzozów,brzozowski,podkarpackie,21035,12556,12681,137,1126,8777,935,13,225,13,10,1414,8,23
180202,gm. Domaradz,brzozowski,podkarpackie,4839,3025,3040,28,256,2358,164,8,43,4,0,173,0,6
180203,gm. Dydnia,brzozowski,podkarpackie,6466,3757,3757,34,324,2773,247,4,76,4,0,284,3,8
180204,gm. Haczów,brzozowski,podkarpackie,7275,4620,4663,45,394,3231,343,12,96,2,3,526,3,8
180205,gm. Jasienica Rosielna,brzozowski,podkarpackie,6091,4223,4218,24,353,3310,230,6,39,10,6,226,2,12
180206,gm. Nozdrzec,brzozowski,podkarpackie,6510,3761,3779,33,297,2731,241,6,132,3,1,333,0,2
180301,m. Dębica,dębicki,podkarpackie,35598,23555,23741,385,2124,12346,2704,43,521,47,21,5473,25,52
180302,gm. Brzostek,dębicki,podkarpackie,10289,6371,6420,42,490,5014,264,7,168,4,1,416,6,8
180303,gm. Czarna,dębicki,podkarpackie,10418,6598,6672,39,521,4595,533,18,231,9,7,695,4,20
180304,gm. Dębica,dębicki,podkarpackie,20032,12782,12841,125,1272,8371,1138,18,281,12,10,1580,10,24
180305,gm. Jodłowa,dębicki,podkarpackie,4314,2484,2502,26,181,1928,117,5,68,7,2,163,1,4
180306,gm. Pilzno,dębicki,podkarpackie,14345,9422,9472,62,804,6975,534,14,263,11,7,782,4,16
180307,gm. Żyraków,dębicki,podkarpackie,11206,7422,7462,67,791,5086,572,15,225,2,3,678,4,19
180401,m. Jarosław,jarosławski,podkarpackie,29833,17807,18076,248,1540,9516,1814,31,394,18,28,4429,18,40
180402,m. Radymno,jarosławski,podkarpackie,4436,2540,2560,36,216,1530,315,1,81,9,4,361,3,4
180403,gm. Chłopice,jarosławski,podkarpackie,4502,2722,2741,19,217,2090,134,4,91,0,1,182,1,2
180404,gm. Jarosław,jarosławski,podkarpackie,10349,6348,6398,64,574,4333,489,4,196,2,2,724,3,7
180405,gm. Laszki,jarosławski,podkarpackie,5435,3177,3205,33,288,2342,184,2,157,2,3,187,3,4
180406,gm. Pawłosiów,jarosławski,podkarpackie,6748,4301,4376,47,445,2833,378,1,119,1,6,540,1,5
180407,gm. Pruchnik,jarosławski,podkarpackie,7794,5040,5047,38,409,3916,237,5,125,3,2,306,0,6
180408,gm. Radymno,jarosławski,podkarpackie,8956,5336,5372,40,457,3936,363,8,162,7,5,386,2,6
180409,gm. Rokietnica,jarosławski,podkarpackie,3573,1994,2024,14,125,1561,108,1,77,1,0,130,1,6
180410,gm. Roźwienica,jarosławski,podkarpackie,4967,3016,3087,23,244,2260,186,3,131,0,0,237,1,2
180411,gm. Wiązownica,jarosławski,podkarpackie,9248,5612,5656,44,469,4172,351,8,122,3,3,478,2,4
180501,m. Jasło,jasielski,podkarpackie,28074,16667,16822,309,1402,8802,1658,40,377,22,22,4145,15,30
180502,gm. Brzyska,jasielski,podkarpackie,5196,3233,3277,31,202,2638,146,7,51,3,0,190,5,4
180503,gm. Dębowiec,jasielski,podkarpackie,6963,4329,4346,40,294,3256,264,8,113,6,3,348,5,9
180504,gm. Jasło,jasielski,podkarpackie,13295,8073,8133,95,749,5562,572,14,169,9,5,937,4,17
180505,gm. Kołaczyce,jasielski,podkarpackie,7163,4325,4362,31,287,3328,254,9,99,2,3,341,2,6
180506,gm. Krempna,jasielski,podkarpackie,1582,841,842,17,73,529,62,2,43,0,0,113,1,2
180507,gm. Nowy Żmigród,jasielski,podkarpackie,7351,4640,4668,51,442,3408,247,3,144,5,1,357,1,9
180508,gm. Osiek Jasielski,jasielski,podkarpackie,4214,2575,2593,19,204,1988,111,5,69,4,2,184,5,2
180509,gm. Skołyszyn,jasielski,podkarpackie,10009,5929,5964,67,553,4066,369,5,172,7,0,710,6,9
180511,gm. Tarnowiec,jasielski,podkarpackie,7453,4523,4561,42,446,3138,306,11,110,6,6,488,2,6
180601,gm. Cmolas,kolbuszowski,podkarpackie,6413,3995,4001,31,431,2935,219,15,106,4,4,247,1,8
180602,gm. Kolbuszowa,kolbuszowski,podkarpackie,19661,11907,12003,133,1260,7434,1068,19,274,13,16,1740,10,36
180603,gm. Majdan Królewski,kolbuszowski,podkarpackie,7796,4599,4646,42,374,3507,310,10,84,2,3,303,3,8
180604,gm. Niwiska,kolbuszowski,podkarpackie,4804,2970,2996,29,286,2172,180,6,78,2,2,237,1,3
180605,gm. Raniżów,kolbuszowski,podkarpackie,5571,3597,3611,37,335,2674,214,8,83,1,6,240,1,12
180606,gm. Dzikowiec,kolbuszowski,podkarpackie,5130,2744,2772,28,207,2115,158,5,90,2,4,159,2,2
180701,gm. Chorkówka,krośnieński,podkarpackie,10690,6683,6683,105,568,4478,500,19,151,6,5,825,8,18
180702,gm. Dukla,krośnieński,podkarpackie,11565,6870,6930,84,608,4520,589,9,173,6,5,924,2,10
180703,gm. Iwonicz-Zdrój,krośnieński,podkarpackie,8739,5646,5742,56,506,3814,459,15,137,5,7,733,3,7
180704,gm. Jedlicze,krośnieński,podkarpackie,12200,7349,7407,167,698,4497,703,13,153,6,6,1141,7,16
180705,gm. Korczyna,krośnieński,podkarpackie,9014,5767,5819,76,561,3657,580,6,130,2,6,777,3,21
180706,gm. Krościenko Wyżne,krośnieński,podkarpackie,4389,2936,2980,58,309,1816,272,6,61,2,1,444,1,10
180707,gm. Miejsce Piastowe,krośnieński,podkarpackie,10963,7209,7293,131,686,4368,765,16,179,7,10,1100,4,27
180708,gm. Rymanów,krośnieński,podkarpackie,13060,8408,8442,113,706,5529,690,15,217,12,6,1137,3,14
180709,gm. Wojaszówka,krośnieński,podkarpackie,7453,4306,4318,93,380,2687,457,6,94,6,2,564,9,20
180710,gm. Jaśliska,krośnieński,podkarpackie,1924,1204,1214,14,74,844,76,1,36,1,1,164,2,1
180801,m. Leżajsk,leżajski,podkarpackie,11095,6922,6979,108,676,3853,743,21,149,13,12,1388,2,14
180802,gm. Grodzisko Dolne,leżajski,podkarpackie,6384,4049,4057,22,400,3000,248,9,69,5,3,297,1,3
180803,gm. Kuryłówka,leżajski,podkarpackie,4540,2715,2749,20,267,1978,214,6,90,0,1,169,1,3
180804,gm. Leżajsk,leżajski,podkarpackie,15909,9913,9961,65,1074,7353,595,13,179,26,7,634,1,14
180805,gm. Nowa Sarzyna,leżajski,podkarpackie,16843,10724,10805,100,991,8073,571,13,152,10,5,864,7,19
180901,m. Lubaczów,lubaczowski,podkarpackie,9643,5677,5750,93,456,2915,646,7,181,1,7,1427,8,9
180902,gm. Cieszanów,lubaczowski,podkarpackie,5812,3261,3267,35,273,2089,282,7,184,8,3,378,4,4
180903,gm. Horyniec-Zdrój,lubaczowski,podkarpackie,3885,2155,2153,33,172,1350,190,2,102,3,2,294,0,5
180904,gm. Lubaczów,lubaczowski,podkarpackie,7430,4294,4303,36,298,3111,324,6,121,2,1,400,1,3
180905,gm. Narol,lubaczowski,podkarpackie,6466,3602,3603,36,287,2462,268,6,123,1,2,408,3,7
180906,gm. Oleszyce,lubaczowski,podkarpackie,5093,3034,3053,52,237,2039,267,4,107,1,2,332,5,7
180907,gm. Stary Dzików,lubaczowski,podkarpackie,3469,2066,2067,25,161,1442,197,5,83,1,0,149,3,1
180908,gm. Wielkie Oczy,lubaczowski,podkarpackie,3011,1839,1858,14,138,1343,134,1,71,3,1,151,0,2
181001,m. Łańcut,łańcucki,podkarpackie,13964,9270,9425,138,911,4899,1200,17,221,14,10,1986,6,23
181002,gm. Białobrzegi,łańcucki,podkarpackie,6794,4459,4482,47,540,2961,383,6,138,3,3,390,4,7
181003,gm. Czarna,łańcucki,podkarpackie,9177,6362,6420,50,678,4346,615,9,116,8,5,580,2,11
181004,gm. Łańcut,łańcucki,podkarpackie,16944,11625,11688,111,1038,7875,1087,24,334,21,12,1157,7,22
181005,gm. Markowa,łańcucki,podkarpackie,5173,3408,3446,21,333,2477,251,4,110,2,6,238,0,4
181006,gm. Rakszawa,łańcucki,podkarpackie,5831,3970,3991,34,323,2900,316,6,82,6,7,303,2,12
181007,gm. Żołynia,łańcucki,podkarpackie,5507,3623,3651,31,316,2525,306,3,102,3,4,350,2,9
181101,m. Mielec,mielecki,podkarpackie,46741,30011,30286,528,2800,15350,3339,62,686,42,46,7315,34,84
181102,gm. Borowa,mielecki,podkarpackie,4430,2775,2792,38,181,1831,223,8,162,5,1,327,2,14
181103,gm. Czermin,mielecki,podkarpackie,5643,3460,3463,32,256,2479,261,9,116,5,4,291,2,8
181104,gm. Gawłuszowice,mielecki,podkarpackie,2195,1412,1422,10,91,1069,68,3,63,1,1,112,0,4
181105,gm. Mielec,mielecki,podkarpackie,10558,6813,6850,78,630,4225,651,9,199,9,7,1030,3,9
181106,gm. Padew Narodowa,mielecki,podkarpackie,4235,2644,2684,25,189,1973,144,6,137,2,2,200,0,6
181107,gm. Przecław,mielecki,podkarpackie,9239,5860,5896,71,419,4272,426,12,141,5,10,523,8,9
181108,gm. Radomyśl Wielki,mielecki,podkarpackie,11041,6819,6830,66,496,4856,582,8,238,9,3,562,2,8
181109,gm. Tuszów Narodowy,mielecki,podkarpackie,6421,4329,4373,43,316,3106,296,9,139,3,2,443,2,14
181110,gm. Wadowice Górne,mielecki,podkarpackie,5933,3621,3641,40,288,2642,239,4,198,5,5,209,2,9
181201,gm. Harasiuki,niżański,podkarpackie,4970,2801,2804,24,245,2054,153,9,78,3,3,229,2,4
181202,gm. Jarocin,niżański,podkarpackie,4358,2329,2343,29,202,1621,124,2,85,4,1,271,1,3
181203,gm. Jeżowe,niżański,podkarpackie,7896,5121,5143,29,427,4175,202,8,95,12,4,182,3,6
181204,gm. Krzeszów,niżański,podkarpackie,3450,1908,1928,25,198,1380,119,8,46,3,0,146,1,2
181205,gm. Nisko,niżański,podkarpackie,17614,10332,10376,156,1110,6044,1009,24,219,10,13,1754,13,24
181206,gm. Rudnik nad Sanem,niżański,podkarpackie,8102,4533,4551,75,456,2712,440,5,96,6,5,735,8,13
181207,gm. Ulanów,niżański,podkarpackie,6864,3813,3852,28,418,2642,282,8,83,6,3,368,3,11
181301,gm. Bircza,przemyski,podkarpackie,5270,2726,2770,21,195,2047,163,3,56,2,2,279,2,0
181302,gm. Dubiecko,przemyski,podkarpackie,7496,4154,4188,42,298,2980,283,2,131,4,2,439,1,6
181303,gm. Fredropol,przemyski,podkarpackie,4468,2586,2586,25,184,1738,219,2,58,5,4,346,3,2
181304,gm. Krasiczyn,przemyski,podkarpackie,4100,2367,2430,32,170,1420,264,5,55,5,0,474,2,3
181305,gm. Krzywcza,przemyski,podkarpackie,3873,2258,2277,10,164,1762,130,0,64,1,1,142,0,3
181306,gm. Medyka,przemyski,podkarpackie,5218,3100,3103,24,206,2099,319,3,65,3,5,371,1,7
181307,gm. Orły,przemyski,podkarpackie,6903,4470,4500,38,476,2902,380,9,184,9,3,487,3,9
181308,gm. Przemyśl,przemyski,podkarpackie,8290,5128,5157,50,437,3019,526,11,149,6,9,933,3,14
181309,gm. Stubno,przemyski,podkarpackie,3136,1658,1652,24,106,1083,158,1,67,3,2,201,2,5
181310,gm. Żurawica,przemyski,podkarpackie,10444,6563,6585,82,576,4190,594,7,171,6,6,937,6,10
181401,m. Przeworsk,przeworski,podkarpackie,12295,7754,7836,125,652,4399,779,13,225,15,7,1601,4,16
181402,gm. Adamówka,przeworski,podkarpackie,3363,1910,1942,15,176,1314,166,4,96,4,0,163,2,2
181403,gm. Gać,przeworski,podkarpackie,3701,2335,2370,17,194,1693,125,6,118,0,2,210,0,5
181404,gm. Jawornik Polski,przeworski,podkarpackie,3748,2266,2303,20,142,1550,184,5,96,1,3,297,2,3
181405,gm. Kańczuga,przeworski,podkarpackie,9957,5820,5871,62,400,3742,402,5,429,2,1,817,4,7
181406,gm. Przeworsk,przeworski,podkarpackie,11810,7773,7797,72,696,5685,540,11,188,4,9,575,4,13
181407,gm. Sieniawa,przeworski,podkarpackie,5763,3422,3417,22,342,2223,269,5,104,4,0,439,1,8
181408,gm. Tryńcza,przeworski,podkarpackie,6694,4303,4300,28,430,3300,203,8,70,0,2,251,3,5
181409,gm. Zarzecze,przeworski,podkarpackie,5567,3690,3722,27,282,2701,211,3,196,4,2,292,3,1
181501,gm. Iwierzyce,ropczycko-sędziszowski,podkarpackie,6070,4108,4141,39,379,2942,303,2,109,4,3,350,1,9
181502,gm. Ostrów,ropczycko-sędziszowski,podkarpackie,5803,3737,3729,35,290,2743,262,6,85,2,4,295,4,3
181503,gm. Ropczyce,ropczycko-sędziszowski,podkarpackie,21267,13986,14028,126,1332,9290,1201,22,462,25,14,1524,11,21
181504,gm. Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie,18823,12792,12861,128,1257,8902,895,37,257,17,10,1325,12,21
181505,gm. Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie,6383,4211,4225,40,331,3261,234,5,103,1,3,239,2,6
181601,m. Dynów,rzeszowski,podkarpackie,4934,3109,3134,42,305,1994,214,3,66,3,8,486,2,11
181602,gm. Błażowa,rzeszowski,podkarpackie,8674,5673,5692,57,589,3834,509,11,182,4,7,489,0,10
181603,gm. Boguchwała,rzeszowski,podkarpackie,15971,11180,11275,138,1190,6557,1284,14,309,13,17,1726,4,23
181604,gm. Chmielnik,rzeszowski,podkarpackie,5418,3737,3748,55,383,2415,312,11,98,3,8,449,2,12
181605,gm. Dynów,rzeszowski,podkarpackie,5573,3247,3278,27,358,2316,185,3,87,2,0,286,3,11
181606,gm. Głogów Małopolski,rzeszowski,podkarpackie,15266,10653,10705,122,1120,6505,1105,28,263,14,16,1485,17,30
