code,Województwo,Gmina,registered_voters,ballots_cast,valid_votes,braun,duda,jarubas,komorowski,korwin-mikke,kowalski,kukiz,ogórek,palikot,tanajno,wilk
160306,opolskie,gm. Reńska Wieś,6735,2127,2116,21,520,24,925,70,1,461,64,17,1,12
160401,opolskie,gm. Byczyna,7561,3006,2981,21,1022,62,1085,69,16,598,70,28,4,6
160402,opolskie,gm. Kluczbork,30274,12837,12750,92,3568,95,5068,388,54,3033,258,137,12,45
160403,opolskie,gm. Lasowice Wielkie,5814,1775,1765,11,361,35,853,65,8,368,47,10,5,2
160404,opolskie,gm. Wołczyn,11056,4553,4521,29,1659,63,1454,129,10,1035,83,32,8,19
160501,opolskie,gm. Gogolin,10174,3373,3331,20,674,18,1503,125,18,866,63,29,6,9
160502,opolskie,gm. Krapkowice,18923,7383,7315,23,1475,48,3071,246,28,2186,138,75,6,19
160503,opolskie,gm. Strzeleczki,6199,1925,1911,8,402,19,923,42,8,445,39,17,1,7
160504,opolskie,gm. Walce,4678,1250,1232,9,183,16,578,43,2,346,37,10,1,7
160505,opolskie,gm. Zdzieszowice,12491,4832,4797,36,1033,45,1959,160,21,1346,120,52,2,23
160601,opolskie,gm. Domaszowice,2994,1459,1449,6,533,37,467,46,1,283,58,11,0,7
160602,opolskie,gm. Namysłów,20783,9672,9604,53,3177,132,3474,330,50,2021,225,93,15,34
160603,opolskie,gm. Pokój,4316,1603,1590,6,359,22,671,27,4,442,29,21,2,7
160604,opolskie,gm. Świerczów,2888,1361,1353,0,383,24,530,44,12,308,29,16,2,5
160605,opolskie,gm. Wilków,3603,1500,1481,9,467,26,541,46,1,328,37,18,3,5
160701,opolskie,gm. Głuchołazy,20595,8400,8292,50,2550,75,2972,193,27,2148,167,90,5,15
160702,opolskie,gm. Kamiennik,2922,1185,1184,1,449,29,325,55,3,283,23,7,2,7
160703,opolskie,gm. Korfantów,7769,2780,2767,16,846,25,835,49,9,911,44,16,7,9
160704,opolskie,gm. Łambinowice,6170,2578,2553,24,677,27,715,53,2,957,45,29,3,21
160705,opolskie,gm. Nysa,47780,22002,21851,159,6435,149,7506,609,62,6109,437,309,11,65
160706,opolskie,gm. Otmuchów,11392,5161,5129,31,1854,69,1487,116,17,1342,128,54,5,26
160707,opolskie,gm. Paczków,10633,4683,4650,22,1463,57,1405,115,13,1416,92,45,3,19
160708,opolskie,gm. Pakosławice,3032,1394,1384,4,540,19,365,27,3,383,25,12,0,6
160709,opolskie,gm. Skoroszyce,5093,2010,1994,6,737,18,544,51,8,589,29,6,3,3
160801,opolskie,gm. Dobrodzień,8136,2557,2534,21,643,33,1181,79,8,478,58,23,0,10
160802,opolskie,gm. Gorzów Śląski,6016,2084,2071,6,612,19,800,68,11,450,83,13,3,6
160803,opolskie,gm. Olesno,14862,5646,5596,44,1241,60,2465,266,21,1245,157,63,5,29
160804,opolskie,gm. Praszka,11327,5664,5601,18,1920,93,1752,145,24,1265,227,103,20,34
160805,opolskie,gm. Radłów,3543,1015,1008,1,259,10,464,21,2,224,17,6,2,2
160806,opolskie,gm. Rudniki,6825,3013,2980,9,1076,68,956,72,14,626,99,40,2,18
160807,opolskie,gm. Zębowice,3051,944,929,5,329,10,328,19,3,205,22,5,1,2
160901,opolskie,gm. Chrząstowice,5512,2047,2027,20,322,15,945,57,3,584,31,28,19,3
160902,opolskie,gm. Dąbrowa,7750,3289,3229,9,629,20,1260,60,3,1160,48,27,2,11
160903,opolskie,gm. Dobrzeń Wielki,11849,4721,4676,36,861,37,1985,140,18,1435,94,48,7,15
160904,opolskie,gm. Komprachcice,9032,3616,3591,32,601,19,1654,83,6,1092,58,26,5,15
160905,opolskie,gm. Łubniany,7862,2839,2815,21,423,20,1472,56,9,724,43,32,4,11
160906,opolskie,gm. Murów,4634,1395,1350,7,255,13,647,37,4,336,31,13,3,4
160907,opolskie,gm. Niemodlin,10555,4959,4933,64,1061,45,1297,81,22,2240,69,39,4,11
160908,opolskie,gm. Ozimek,16584,6034,5978,37,1388,38,2593,156,26,1529,115,66,11,19
160909,opolskie,gm. Popielów,6652,2344,2320,7,469,22,1025,39,3,701,33,14,2,5
160910,opolskie,gm. Prószków,7889,2923,2894,29,594,20,1279,89,7,770,60,37,4,5
160911,opolskie,gm. Tarnów Opolski,7768,2813,2789,27,540,16,1151,97,5,879,48,17,1,8
160912,opolskie,gm. Tułowice,4268,2123,2106,33,438,11,686,61,6,815,33,12,1,10
160913,opolskie,gm. Turawa,8020,2820,2804,8,488,26,1255,73,3,844,73,19,1,14
161001,opolskie,gm. Biała,8926,2741,2724,20,642,24,1359,56,6,559,41,15,0,2
161002,opolskie,gm. Głogówek,10973,3865,3839,55,948,44,1598,130,17,922,87,29,1,8
161003,opolskie,gm. Lubrza,3532,1698,1680,9,532,18,491,45,5,545,23,7,2,3
161004,opolskie,gm. Prudnik,22311,10479,10411,115,3417,81,3182,281,32,2964,212,95,7,25
161101,opolskie,gm. Izbicko,4430,1523,1513,8,288,8,723,42,4,382,40,9,3,6
161102,opolskie,gm. Jemielnica,5962,1753,1740,7,444,14,704,58,3,465,26,8,2,9
161103,opolskie,gm. Kolonowskie,5005,1630,1606,14,399,14,671,39,7,413,31,10,4,4
161104,opolskie,gm. Leśnica,6457,2288,2274,31,596,19,976,78,6,489,44,21,2,12
161105,opolskie,gm. Strzelce Opolskie,26382,10990,10905,59,2208,69,4958,256,50,2730,359,158,12,46
161106,opolskie,gm. Ujazd,5123,1902,1883,22,487,14,756,73,6,457,49,11,1,7
161107,opolskie,gm. Zawadzkie,9788,3463,3438,37,1120,24,1205,93,8,857,61,22,4,7
166101,opolskie,m. Opole,95489,50611,50238,408,9475,245,21194,1433,130,14879,1206,909,106,253
180103,podkarpackie,gm. Czarna,1929,739,733,8,317,24,210,10,20,115,18,7,2,2
180105,podkarpackie,gm. Lutowiska,1808,716,708,6,213,21,237,34,11,156,15,7,5,3
180108,podkarpackie,gm. Ustrzyki Dolne,14275,5916,5893,60,2394,133,1654,126,94,1209,153,55,3,12
180201,podkarpackie,gm. Brzozów,21272,10061,10014,75,5794,81,1713,279,84,1772,146,40,8,22
180202,podkarpackie,gm. Domaradz,4878,2277,2267,22,1453,41,230,70,22,372,35,17,1,4
180203,podkarpackie,gm. Dydnia,6527,2872,2853,26,1701,38,382,56,21,538,51,27,3,10
180204,podkarpackie,gm. Haczów,7397,3661,3642,42,2067,62,599,107,21,644,53,25,2,20
180205,podkarpackie,gm. Jasienica Rosielna,5993,3486,3478,31,2490,26,334,69,21,435,38,20,3,11
180206,podkarpackie,gm. Nozdrzec,6801,3093,3071,12,1727,62,628,93,18,454,50,23,1,3
180301,podkarpackie,m. Dębica,38001,19727,19622,259,8267,118,4809,714,180,4580,415,193,21,66
180302,podkarpackie,gm. Brzostek,10420,4773,4652,33,3016,39,618,102,12,699,97,24,2,10
180303,podkarpackie,gm. Czarna,10194,5044,5015,78,2779,82,788,110,28,1014,77,28,4,27
180304,podkarpackie,gm. Dębica,19688,9923,9855,105,5319,104,1638,221,84,2155,139,56,6,28
180305,podkarpackie,gm. Jodłowa,4319,1801,1794,14,1133,32,215,37,15,299,31,13,0,5
180306,podkarpackie,gm. Pilzno,14133,7324,7265,90,4412,140,1026,190,22,1216,100,47,7,15
180307,podkarpackie,gm. Żyraków,10941,5471,5448,63,3039,86,853,152,46,1065,97,26,1,20
180401,podkarpackie,m. Jarosław,31637,15745,15690,104,6719,177,4128,503,118,3466,267,141,15,52
180402,podkarpackie,m. Radymno,4479,2215,2200,18,1095,27,420,76,18,483,38,12,4,9
180403,podkarpackie,gm. Chłopice,4569,2089,2087,8,1164,68,319,64,12,399,35,12,2,4
180404,podkarpackie,gm. Jarosław,10360,4982,4943,32,2601,107,874,152,30,1029,70,33,2,13
180405,podkarpackie,gm. Laszki,5568,2531,2512,18,1371,147,488,53,16,351,45,12,5,6
180406,podkarpackie,gm. Pawłosiów,6849,3609,3577,31,1903,47,695,112,16,705,38,21,2,7
180407,podkarpackie,gm. Pruchnik,7781,3923,3877,33,2502,61,473,81,17,628,46,30,2,4
180408,podkarpackie,gm. Radymno,8994,4188,4150,16,2353,119,727,115,39,706,50,17,1,7
180409,podkarpackie,gm. Rokietnica,3527,1611,1601,10,951,32,243,33,13,272,37,7,1,2
180410,podkarpackie,gm. Roźwienica,4971,2409,2388,12,1318,77,380,69,13,461,42,8,2,6
180411,podkarpackie,gm. Wiązownica,9173,4699,4662,42,2679,88,747,120,33,858,62,24,5,4
180501,podkarpackie,m. Jasło,29688,14740,14672,133,6345,100,3751,518,81,3264,286,123,19,52
180502,podkarpackie,gm. Brzyska,5106,2415,2399,13,1568,25,262,47,8,417,35,11,5,8
180503,podkarpackie,gm. Dębowiec,6811,3351,3339,25,2088,45,509,85,15,505,48,13,0,6
180504,podkarpackie,gm. Jasło,13460,6609,6575,63,3647,78,1083,204,31,1304,103,36,7,19
180505,podkarpackie,gm. Kołaczyce,7104,3418,3404,17,2132,42,474,86,9,578,46,17,1,2
180506,podkarpackie,gm. Krempna,1579,632,628,5,261,24,180,10,3,113,25,4,1,2
180507,podkarpackie,gm. Nowy Żmigród,7557,3655,3647,38,2164,103,512,119,13,624,40,18,3,13
180508,podkarpackie,gm. Osiek Jasielski,4275,1934,1909,10,1233,22,241,46,6,291,34,16,1,9
180509,podkarpackie,gm. Skołyszyn,10088,4792,4759,30,2587,55,918,155,21,846,101,35,3,8
180511,podkarpackie,gm. Tarnowiec,7466,3709,3693,30,1976,52,615,138,31,747,68,22,0,14
180601,podkarpackie,gm. Cmolas,6342,3029,3013,23,1863,38,340,125,20,519,55,20,4,6
180602,podkarpackie,gm. Kolbuszowa,19978,9702,9639,64,4938,130,1739,364,76,2022,185,62,21,38
180603,podkarpackie,gm. Majdan Królewski,7857,3690,3646,35,2391,45,407,70,16,625,37,9,2,9
180604,podkarpackie,gm. Niwiska,4652,2238,2229,13,1348,38,280,74,26,380,47,11,1,11
180605,podkarpackie,gm. Raniżów,5649,2774,2739,29,1668,30,360,92,27,460,49,12,7,5
180606,podkarpackie,gm. Dzikowiec,5165,2089,2076,10,1326,69,224,35,14,341,40,9,2,6
180701,podkarpackie,gm. Chorkówka,10635,5037,5013,28,2724,90,1026,136,20,833,103,29,7,17
180702,podkarpackie,gm. Dukla,11740,5193,5155,55,2598,84,1177,113,28,946,90,39,8,17
180703,podkarpackie,gm. Iwonicz-Zdrój,8794,4547,4519,42,2401,47,989,157,17,764,56,24,1,21
180704,podkarpackie,gm. Jedlicze,12406,5588,5562,69,2638,69,1149,201,46,1222,95,47,8,18
180705,podkarpackie,gm. Korczyna,8937,4326,4302,52,2149,83,775,132,35,930,80,45,6,15
180706,podkarpackie,gm. Krościenko Wyżne,4352,2242,2232,18,1131,33,426,84,4,472,43,12,2,7
180707,podkarpackie,gm. Miejsce Piastowe,10940,5796,5769,54,2895,63,1252,186,39,1129,85,43,6,17
180708,podkarpackie,gm. Rymanów,13120,6834,6796,56,3716,99,1345,231,69,1118,90,45,5,22
180709,podkarpackie,gm. Wojaszówka,7408,3279,3254,41,1520,61,706,128,12,684,54,29,5,14
180710,podkarpackie,gm. Jaśliska,1593,710,706,2,452,17,116,19,3,82,11,4,0,0
180801,podkarpackie,m. Leżajsk,11740,5906,5874,79,2775,57,1282,279,48,1127,136,69,5,17
180802,podkarpackie,gm. Grodzisko Dolne,6511,3346,3321,30,2209,35,384,78,34,485,39,20,1,6
180803,podkarpackie,gm. Kuryłówka,4583,2143,2117,17,1175,51,352,59,15,385,40,16,0,7
180804,podkarpackie,gm. Leżajsk,15725,7823,7764,50,4944,89,973,199,71,1282,105,30,3,18
180805,podkarpackie,gm. Nowa Sarzyna,16970,8974,8941,68,5997,63,882,254,64,1428,110,58,4,13
180901,podkarpackie,m. Lubaczów,10289,4707,4670,36,1834,89,1308,208,21,998,123,38,2,13
180902,podkarpackie,gm. Cieszanów,6065,2614,2522,21,1197,91,519,76,30,509,46,17,3,13
180903,podkarpackie,gm. Horyniec-Zdrój,4229,1886,1866,19,812,61,505,52,13,344,38,13,3,6
180904,podkarpackie,gm. Lubaczów,7419,3062,3039,34,1664,80,558,87,18,507,54,29,2,6
180905,podkarpackie,gm. Narol,6705,2740,2724,13,1419,71,574,73,18,495,37,17,1,6
180906,podkarpackie,gm. Oleszyce,5291,2592,2574,8,1279,91,520,111,15,460,63,17,8,2
180907,podkarpackie,gm. Stary Dzików,3641,1595,1590,6,865,45,273,28,14,305,42,7,3,2
180908,podkarpackie,gm. Wielkie Oczy,3053,1406,1390,15,772,46,257,31,23,205,28,9,1,3
181001,podkarpackie,m. Łańcut,14659,8232,8201,114,3948,77,1763,269,50,1724,114,94,14,34
181002,podkarpackie,gm. Białobrzegi,6640,3343,3327,26,1919,43,463,119,31,642,42,18,6,18
181003,podkarpackie,gm. Czarna,8979,5024,4998,49,3091,35,577,150,22,976,59,25,4,10
181004,podkarpackie,gm. Łańcut,16718,9556,9511,107,5636,120,1320,330,58,1757,107,40,7,29
181005,podkarpackie,gm. Markowa,5244,2569,2556,32,1531,33,283,102,20,493,28,23,2,9
181006,podkarpackie,gm. Rakszawa,5715,3066,3056,30,1939,37,367,67,12,527,54,14,5,4
181007,podkarpackie,gm. Żołynia,5488,2785,2770,31,1668,41,530,51,14,382,32,14,0,7
181101,podkarpackie,m. Mielec,49437,25197,25059,305,10557,281,5632,917,127,6138,635,281,39,147
181102,podkarpackie,gm. Borowa,4496,2200,2182,20,1092,121,361,70,11,422,64,18,1,2
181103,podkarpackie,gm. Czermin,5503,2313,2294,24,1304,65,312,69,6,437,50,16,0,11
181104,podkarpackie,gm. Gawłuszowice,2217,1108,1104,7,636,50,152,15,2,210,22,5,0,5
181105,podkarpackie,gm. Mielec,10350,5220,5192,37,2638,71,869,156,30,1195,130,41,4,21
181106,podkarpackie,gm. Padew Narodowa,4274,2121,2113,18,1238,86,288,48,14,356,36,27,0,2
181107,podkarpackie,gm. Przecław,9052,4258,4239,42,2519,40,608,84,18,835,69,12,1,11
181108,podkarpackie,gm. Radomyśl Wielki,10990,4871,4827,46,2713,137,722,127,28,902,112,24,2,14
181109,podkarpackie,gm. Tuszów Narodowy,6263,3432,3405,35,2095,85,391,56,27,626,51,26,0,13
181110,podkarpackie,gm. Wadowice Górne,5840,2637,2623,24,1509,111,336,60,15,490,51,16,0,11
181201,podkarpackie,gm. Harasiuki,5097,2256,2235,18,1168,51,290,89,15,508,42,46,3,5
181202,podkarpackie,gm. Jarocin,4424,1837,1820,12,977,62,301,55,21,332,34,20,0,6
181203,podkarpackie,gm. Jeżowe,7831,4033,4010,88,2777,74,264,117,37,592,42,10,1,8
181204,podkarpackie,gm. Krzeszów,3511,1539,1533,22,824,33,189,54,8,354,25,19,0,5
181205,podkarpackie,gm. Nisko,18261,8780,8726,123,4256,93,1619,372,85,1887,162,77,8,44
181206,podkarpackie,gm. Rudnik nad Sanem,8332,3714,3687,51,1764,35,670,169,92,790,73,24,5,14
181207,podkarpackie,gm. Ulanów,6973,3008,2975,33,1641,41,440,183,23,515,55,30,6,8
181301,podkarpackie,gm. Bircza,5466,2315,2293,16,1290,38,500,58,26,299,37,20,1,8
181302,podkarpackie,gm. Dubiecko,7570,3009,2986,14,1633,49,597,97,28,473,54,27,1,13
181303,podkarpackie,gm. Fredropol,4490,2021,2014,22,903,32,495,43,28,429,37,23,1,1
181304,podkarpackie,gm. Krasiczyn,3995,1837,1823,16,782,11,470,58,7,404,46,27,2,0
181305,podkarpackie,gm. Krzywcza,3992,1610,1597,9,932,31,261,67,4,263,13,13,1,3
181306,podkarpackie,gm. Medyka,5282,2462,2447,28,1195,19,518,67,19,517,53,26,1,4
181307,podkarpackie,gm. Orły,6896,3296,3278,25,1608,115,656,106,30,656,46,28,1,7
181308,podkarpackie,gm. Przemyśl,8164,4024,3999,28,1706,53,888,124,18,1074,63,34,2,9
181309,podkarpackie,gm. Stubno,3217,1257,1251,10,574,36,317,36,7,230,30,6,2,3
181310,podkarpackie,gm. Żurawica,10457,5155,5112,40,2511,57,1059,134,66,1081,98,42,2,22
181401,podkarpackie,m. Przeworsk,12850,6517,6473,49,3051,69,1381,243,44,1456,103,42,7,28
181402,podkarpackie,gm. Adamówka,3367,1451,1442,20,723,35,312,41,9,255,31,11,0,5
181403,podkarpackie,gm. Gać,3707,1672,1642,22,868,63,260,48,13,321,32,11,2,2
181404,podkarpackie,gm. Jawornik Polski,3883,1677,1671,9,905,51,368,33,7,247,30,15,1,5
181405,podkarpackie,gm. Kańczuga,10165,4119,4091,24,1905,127,960,118,16,812,89,31,1,8
181406,podkarpackie,gm. Przeworsk,11902,6058,6017,27,3705,78,733,173,42,1122,72,39,3,23
181407,podkarpackie,gm. Sieniawa,5731,2628,2615,22,1213,80,555,102,23,534,48,22,3,13
181408,podkarpackie,gm. Tryńcza,6565,3185,3171,33,2015,47,341,91,17,565,29,16,8,9
181409,podkarpackie,gm. Zarzecze,5786,2917,2903,34,1495,142,510,70,29,559,40,15,2,7
181501,podkarpackie,gm. Iwierzyce,6051,3239,3218,23,1954,48,399,121,16,589,36,21,2,9
181502,podkarpackie,gm. Ostrów,5693,2591,2578,15,1480,21,331,70,13,558,57,18,2,13
181503,podkarpackie,gm. Ropczyce,21241,11095,11018,122,6138,229,1591,304,71,2261,196,60,12,34
181504,podkarpackie,gm. Sędziszów Małopolski,18576,10378,10299,111,6321,93,1269,264,48,1964,143,48,5,33
181505,podkarpackie,gm. Wielopole Skrzyńskie,6470,3271,3246,39,2002,64,439,75,11,531,58,18,4,5
181601,podkarpackie,m. Dynów,4991,2422,2402,37,1238,36,464,73,10,478,49,8,4,5
181602,podkarpackie,gm. Błażowa,8718,4303,4276,38,2478,106,627,141,19,762,69,23,2,11
181603,podkarpackie,gm. Boguchwała,15646,8953,8841,87,4717,57,1560,326,57,1820,114,59,15,29
181604,podkarpackie,gm. Chmielnik,5267,2909,2897,32,1708,34,379,108,9,564,30,23,5,5
181605,podkarpackie,gm. Dynów,5652,2383,2374,27,1311,51,374,82,13,442,53,12,1,8
181606,podkarpackie,gm. Głogów Małopolski,15058,8628,8584,78,4451,98,1563,295,56,1806,147,47,10,33
181607,podkarpackie,gm. Hyżne,5499,3058,3039,30,1922,50,328,121,20,497,40,15,3,13
181608,podkarpackie,gm. Kamień,5487,2745,2718,19,1843,37,256,109,20,381,40,7,2,4
181609,podkarpackie,gm. Krasne,8431,4717,4689,59,2478,38,931,167,30,881,47,32,8,18
181610,podkarpackie,gm. Lubenia,5198,2904,2890,19,1762,37,383,105,19,491,37,21,3,13
181611,podkarpackie,gm. Sokołów Małopolski,13185,7036,6991,72,4365,79,862,204,47,1216,84,35,10,17
181612,podkarpackie,gm. Świlcza,12648,6949,6899,82,3742,91,1165,226,38,1380,100,40,10,25
181613,podkarpackie,gm. Trzebownisko,16070,9071,9033,102,4694,80,1527,359,61,1966,129,57,12,46
181614,podkarpackie,gm. Tyczyn,8905,4632,4604,53,2538,33,736,168,20,938,58,29,6,25
181701,podkarpackie,m. Sanok,31337,14723,14648,160,5550,129,4575,429,112,3097,344,185,14,53
181702,podkarpackie,gm. Besko,3475,1438,1423,11,767,28,266,43,10,264,24,4,0,6
181703,podkarpackie,gm. Bukowsko,4287,1916,1896,11,961,31,361,64,27,378,42,8,1,12
181704,podkarpackie,gm. Komańcza,4634,1544,1527,16,406,35,633,46,10,288,63,17,5,8
181705,podkarpackie,gm. Sanok,13982,6457,6429,56,3557,111,1098,182,36,1241,96,31,6,15
181706,podkarpackie,gm. Tyrawa Wołoska,1565,601,599,1,334,10,131,7,2,102,7,4,0,1
181707,podkarpackie,gm. Zagórz,10475,4643,4622,30,2263,77,1025,107,17,990,64,28,9,12
181708,podkarpackie,gm. Zarszyn,7477,3201,3177,15,1458,75,824,85,23,606,56,26,1,8
181801,podkarpackie,m. Stalowa Wola,50326,25154,25031,259,10782,227,6289,995,189,5330,540,297,27,96
181802,podkarpackie,gm. Bojanów,5873,2766,2742,20,1789,25,315,86,18,420,36,16,2,15
181803,podkarpackie,gm. Pysznica,8336,3832,3793,37,2078,47,534,141,23,814,62,42,1,14
181804,podkarpackie,gm. Radomyśl nad Sanem,5929,2606,2599,14,1395,52,493,78,20,465,63,17,0,2
181805,podkarpackie,gm. Zaklików,7079,3074,3050,13,1466,61,670,87,50,593,75,21,3,11
181806,podkarpackie,gm. Zaleszany,8703,4212,4182,23,2091,81,747,143,32,939,71,35,5,15
181901,podkarpackie,gm. Czudec,9329,4993,4948,45,2882,66,738,169,43,902,60,19,4,20
181902,podkarpackie,gm. Frysztak,8400,3933,3893,32,2110,50,633,184,36,730,71,28,8,11
181903,podkarpackie,gm. Niebylec,8526,4443,4418,45,2622,79,614,180,64,707,68,18,2,19
181904,podkarpackie,gm. Strzyżów,16852,7816,7764,113,3839,113,1589,359,77,1456,144,37,11,26
181905,podkarpackie,gm. Wiśniowa,6663,3288,3277,39,1843,57,520,108,25,603,60,13,3,6
182001,podkarpackie,gm. Baranów Sandomierski,9757,4781,4758,26,2692,62,840,124,21,875,68,29,4,17
182002,podkarpackie,gm. Gorzyce,10794,4792,4762,51,1943,138,1143,153,28,1159,109,25,3,10
182003,podkarpackie,gm. Grębów,7974,3467,3441,31,1823,78,583,98,14,726,46,32,3,7
182004,podkarpackie,gm. Nowa Dęba,15348,7276,7237,50,3482,154,1520,199,78,1519,145,62,3,25
182101,podkarpackie,gm. Baligród,2736,1164,1147,10,567,16,249,36,7,222,21,15,1,3
182102,podkarpackie,gm. Cisna,1514,739,734,4,222,14,252,19,3,190,14,11,2,3
182103,podkarpackie,gm. Lesko,9406,4217,4199,37,2026,62,1054,92,18,760,96,44,4,6
182104,podkarpackie,gm. Olszanica,4536,1926,1915,12,934,36,468,45,12,303,63,34,2,6
182105,podkarpackie,gm. Solina,4814,2462,2442,18,1248,30,584,53,10,426,48,19,3,3
186101,podkarpackie,m. Krosno,38202,19426,19336,199,7736,149,5883,682,123,3793,417,255,20,79
186201,podkarpackie,m. Przemyśl,51141,24556,24421,245,9173,156,7367,633,217,5675,555,295,21,84
186301,podkarpackie,m. Rzeszów,142941,80768,80283,977,29901,602,23179,3573,480,18178,1799,1043,163,388
186401,podkarpackie,m. Tarnobrzeg,38845,18743,18604,146,6338,238,6002,602,220,4153,536,262,24,83
200101,podlaskie,m. Augustów,24004,11332,11262,94,4259,95,3684,324,51,2357,196,128,14,60
200102,podlaskie,gm. Augustów,5406,2187,2174,13,969,72,542,78,11,416,54,11,4,4
200103,podlaskie,gm. Bargłów Kościelny,4548,1573,1566,14,756,56,393,55,5,228,37,10,1,11
200104,podlaskie,gm. Lipsk,4513,1772,1761,7,808,50,447,42,14,314,47,20,2,10
200105,podlaskie,gm. Nowinka,2420,1149,1137,5,495,18,339,22,9,208,31,6,2,2
200106,podlaskie,gm. Płaska,2225,1003,997,5,406,11,338,19,3,170,28,14,0,3
200107,podlaskie,gm. Sztabin,4326,1673,1659,8,706,52,492,41,8,284,40,20,2,6
200201,podlaskie,gm. Choroszcz,12313,6294,6245,94,2567,43,1597,250,48,1419,128,59,14,26
200202,podlaskie,gm. Czarna Białostocka,9150,4308,4268,57,1625,35,1238,182,73,910,91,37,5,15
200203,podlaskie,gm. Dobrzyniewo Duże,6986,3282,3268,23,1374,46,819,91,18,786,62,32,1,16
200204,podlaskie,gm. Gródek,4643,1750,1728,7,286,22,812,74,14,344,127,41,0,1
200205,podlaskie,gm. Juchnowiec Kościelny,11959,6474,6427,95,2637,68,1452,282,71,1577,143,65,10,27
200206,podlaskie,gm. Łapy,18089,9566,9493,97,5056,94,1844,350,92,1744,122,63,11,20
200207,podlaskie,gm. Michałowo,5869,2236,2211,17,587,46,808,68,21,444,158,44,2,16
200208,podlaskie,gm. Poświętne,2945,1458,1448,13,927,20,241,35,11,175,16,5,2,3
200209,podlaskie,gm. Supraśl,11360,6192,6155,76,1727,56,2149,288,41,1478,203,96,7,34
200210,podlaskie,gm. Suraż,1632,905,900,6,537,14,168,21,6,129,15,1,1,2
200211,podlaskie,gm. Turośń Kościelna,4755,2699,2650,23,1250,37,552,89,4,617,45,23,2,8
200212,podlaskie,gm. Tykocin,5226,2379,2366,26,1370,96,355,59,15,385,34,20,0,6
200213,podlaskie,gm. Wasilków,11681,5997,5964,64,2113,42,1755,255,51,1486,98,63,4,33
200214,podlaskie,gm. Zabłudów,7292,3223,3188,36,1237,48,866,123,26,696,109,32,6,9
200215,podlaskie,gm. Zawady,2367,994,973,5,652,17,111,13,13,136,19,5,0,2
200301,podlaskie,m. Bielsk Podlaski,21466,9853,9786,78,2735,135,3291,547,68,2157,528,185,16,46
200302,podlaskie,m. Brańsk,3146,1706,1690,25,1056,11,235,56,11,261,19,8,3,5
200303,podlaskie,gm. Bielsk Podlaski,6114,2111,2096,11,625,49,726,72,11,396,157,39,3,7
200304,podlaskie,gm. Boćki,3842,1626,1610,5,852,19,389,35,5,257,32,14,0,2
200305,podlaskie,gm. Brańsk,5007,2508,2488,18,1834,45,238,33,19,262,31,4,0,4
200306,podlaskie,gm. Orla,2611,952,944,2,75,30,512,32,8,125,110,49,0,1
200307,podlaskie,gm. Rudka,1603,735,715,12,459,10,131,8,8,74,10,1,0,2
200308,podlaskie,gm. Wyszki,3813,1851,1839,32,1290,34,226,38,7,172,30,5,2,3
200401,podlaskie,m. Grajewo,17557,7692,7668,92,3086,84,2139,323,50,1632,129,90,7,36
200402,podlaskie,gm. Grajewo,4670,1705,1691,11,817,93,364,76,15,277,17,13,3,5
200403,podlaskie,gm. Radziłów,4050,1539,1531,10,973,28,239,44,16,187,24,3,4,3
200404,podlaskie,gm. Rajgród,4443,1584,1553,12,632,39,482,68,12,263,28,11,1,5
200405,podlaskie,gm. Szczuczyn,5173,2031,2014,14,975,52,484,52,26,359,36,7,2,7
200406,podlaskie,gm. Wąsosz,3046,1230,1215,6,743,35,235,23,15,128,17,6,1,6
200501,podlaskie,m. Hajnówka,18009,7620,7522,42,1407,116,2844,442,46,1835,570,190,8,22
200502,podlaskie,gm. Białowieża,1952,856,845,6,181,19,369,36,6,171,36,15,0,6
200503,podlaskie,gm. Czeremcha,2916,1130,1123,8,213,35,455,39,3,257,73,27,4,9
200504,podlaskie,gm. Czyże,1945,691,684,3,44,22,392,38,1,103,63,11,1,6
200505,podlaskie,gm. Dubicze Cerkiewne,1488,561,550,4,69,20,226,32,6,87,71,25,3,7
200506,podlaskie,gm. Hajnówka,3459,1224,1213,5,136,61,428,97,6,292,111,66,0,11
200507,podlaskie,gm. Kleszczele,2297,922,916,4,193,31,401,42,7,143,70,16,1,8
200508,podlaskie,gm. Narew,3207,1125,1118,5,232,21,426,68,7,237,88,23,1,10
200509,podlaskie,gm. Narewka,3311,1173,1168,7,153,56,499,63,3,253,93,34,1,6
200601,podlaskie,m. Kolno,8509,3700,3669,49,1687,39,884,118,23,771,64,22,4,8
200602,podlaskie,gm. Grabowo,2911,1110,1102,7,664,39,167,22,3,165,27,5,0,3
200603,podlaskie,gm. Kolno,6893,2919,2902,22,1709,84,483,96,16,428,41,11,1,11
200604,podlaskie,gm. Mały Płock,4059,1552,1533,15,959,45,221,37,8,214,26,3,1,4
200605,podlaskie,gm. Stawiski,5127,2039,2030,17,1233,64,299,32,18,316,36,6,3,6
200606,podlaskie,gm. Turośl,3942,1605,1594,9,889,63,277,47,7,258,33,3,5,3
200701,podlaskie,gm. Jedwabne,4523,1905,1899,23,1259,39,198,48,13,269,43,5,0,2
200702,podlaskie,gm. Łomża,8726,4195,4174,40,2134,57,841,119,22,863,57,26,6,9
200703,podlaskie,gm. Miastkowo,3385,1420,1404,4,922,22,163,36,5,220,19,8,1,4
200704,podlaskie,gm. Nowogród,3252,1428,1423,15,694,24,296,81,7,268,21,5,1,11
